x_m,r_m,pressure_pa,pressure_over_pc,tau_wall_pa,su2_cf_t,yplus
-0.02268,0.02,5179899.0,0.9961344230769231,1671.204028656602,10728.097277258552,0.7200653
-0.0224814,0.01999803,5176867.0,0.9955513461538461,741.407748744871,4759.379653387973,0.4785411
-0.02228287,0.01999211,5177411.0,0.9956559615384616,499.0116192865103,3203.3462715449296,0.39182
-0.02208451,0.01998225,5176760.0,0.9955307692307692,436.4176713062085,2801.531800429673,0.3656758
-0.02188638,0.01996846,5176602.0,0.9955003846153846,421.72024680474766,2707.1834162269474,0.358693
-0.02168856,0.01995073,5176498.0,0.9954803846153846,432.01347598042,2773.25958765797,0.3619762
-0.02149113,0.01992908,5176523.0,0.9954851923076923,450.4119240190692,2891.366256218289,0.3682882
-0.02129417,0.01990351,5176596.0,0.9954992307692307,471.59514471142506,3027.3494445881192,0.3752088
-0.02109776,0.01987403,5176711.0,0.9955213461538461,492.13123467252126,3159.1784535058823,0.3814306
-0.02090197,0.01984066,5176879.0,0.9955536538461538,510.3686100100924,3276.251134847259,0.3862853
-0.02070689,0.01980341,5177100.0,0.9955961538461539,526.80531255959,3381.764609470774,0.390111
-0.02051258,0.01976229,5177366.0,0.9956473076923077,541.6937026702954,3477.338874892941,0.3929774
-0.02031912,0.01971732,5177655.0,0.9957028846153846,554.3258157502478,3558.429235863406,0.3947335
-0.0201266,0.01966851,5177941.0,0.9957578846153846,566.8528009467432,3638.8447407774356,0.3961175
-0.01993509,0.0196159,5178192.0,0.9958061538461539,577.8840260441258,3709.658390040349,0.3967099
-0.01974466,0.01955948,5178381.0,0.9958425,589.5544482107089,3784.5752895468804,0.3971979
-0.01955538,0.0194993,5178477.0,0.9958609615384615,601.7137941619493,3862.6307776596077,0.3975873
-0.01936734,0.01943538,5178454.0,0.9958565384615384,613.4794762775887,3938.159187180823,0.3974896
-0.01918061,0.01936772,5178288.0,0.9958246153846154,627.8816616291493,4030.6123184605817,0.3979668
-0.01899525,0.01929638,5177951.0,0.9957598076923077,643.1442990838913,4128.589020595284,0.3983401
-0.01881135,0.01922136,5177415.0,0.9956567307692308,659.6269140830975,4234.397224778006,0.3987573
-0.01862898,0.01914271,5176638.0,0.9955073076923077,677.5333819698303,4349.345684742764,0.3992054
-0.0184482,0.01906045,5175565.0,0.9953009615384616,694.7365844272199,4459.7796151777,0.3990721
-0.01826909,0.01897463,5174098.0,0.9950188461538462,708.1994364563652,4546.202806913368,0.3975474
-0.01809173,0.01888525,5172118.0,0.9946380769230769,715.9453791036655,4595.926972723991,0.3940054
-0.01791617,0.01879238,5169483.0,0.9941313461538461,722.1993049980032,4636.073312852882,0.389768
-0.01774245,0.01869611,5166159.0,0.9934921153846153,772.7463926524549,4960.554384068932,0.3977158
-0.01757033,0.01859701,5161885.0,0.9926701923076923,968.9909480037142,6220.323175814265,0.4430928
-0.01739833,0.01849767,5157459.0,0.9918190384615385,1005.6535433998321,6455.674385542076,0.4493672
-0.01722634,0.01839834,5152978.0,0.9909573076923077,994.7517202858334,6385.691417058893,0.444737
-0.01705434,0.01829904,5148325.0,0.9900625,978.2484634119006,6279.750704794421,0.438656
-0.01688233,0.01819973,5143389.0,0.9891132692307693,970.7121879233774,6231.372472596114,0.4345639
-0.01671032,0.01810043,5138108.0,0.9880976923076923,969.9246990685979,6226.317280714113,0.4320469
-0.01653832,0.01800113,5132438.0,0.9870073076923077,973.9460874138108,6252.132109195442,0.4306741
-0.01636631,0.01790182,5126329.0,0.9858325,981.3817690084212,6299.864590748773,0.4300994
-0.0161943,0.01780252,5119744.0,0.9845661538461539,991.1463451504782,6362.547136342797,0.4300423
-0.01602229,0.01770322,5112656.0,0.983203076923077,1002.7117322936093,6436.78977589675,0.4303558
-0.01585028,0.01760391,5105052.0,0.9817407692307693,1015.8420926540805,6521.078576556133,0.4309685
-0.01567828,0.01750461,5096926.0,0.9801780769230769,1030.1366375327195,6612.840722507547,0.431779
-0.01550627,0.01740531,5088282.0,0.9785157692307692,1045.2621288949479,6709.937031466758,0.4327057
-0.01533426,0.017306,5079125.0,0.9767548076923077,1060.9672241720489,6810.754039439621,0.4336867
-0.01516226,0.0172067,5069467.0,0.9748975,1077.2530154238912,6915.298756775742,0.4347156
-0.01499025,0.01710739,5059323.0,0.9729467307692308,1094.3248963704762,7024.889684250926,0.43583
-0.01481824,0.01700808,5048714.0,0.9709065384615385,1112.387416375575,7140.839902395682,0.4370686
-0.01464624,0.01690878,5037664.0,0.9687815384615385,1131.0670993828764,7260.751925688118,0.4383518
-0.01447423,0.01680947,5026201.0,0.9665771153846154,1150.056405670733,7382.651539134804,0.4396133
-0.01430223,0.01671017,5014355.0,0.9642990384615384,1169.6277472753072,7508.287459692695,0.4409033
-0.01413022,0.01661086,5002158.0,0.9619534615384615,1189.954989423281,7638.775794690996,0.4422535
-0.01395821,0.01651156,4989647.0,0.9595475,1210.890933950048,7773.171622862254,0.4436336
-0.0137862,0.01641226,4976863.0,0.9570890384615385,1232.3059115608462,7910.642547452851,0.4450173
-0.0136142,0.01631295,4963851.0,0.9545867307692307,1254.2181631983292,8051.305664044099,0.4464073
-0.01344219,0.01621365,4950661.0,0.9520501923076923,1276.63383804245,8195.200446571898,0.4478045
-0.01327018,0.01611434,4937348.0,0.94949,1299.3747203318867,8341.182859962726,0.4491772
-0.01309817,0.01601504,4923969.0,0.9469171153846154,1322.2320088621914,8487.912529496009,0.4504878
-0.01292617,0.01591574,4910584.0,0.944343076923077,1345.3720986594842,8636.457608428957,0.4517664
-0.01275416,0.01581644,4897258.0,0.9417803846153846,1369.0042431239472,8788.161374299354,0.4530513
-0.01258215,0.01571713,4884058.0,0.9392419230769231,1392.9746005955708,8942.036258704076,0.454318
-0.01241015,0.01561783,4871055.0,0.9367413461538462,1417.1305674034438,9097.10264036509,0.4555423
-0.01223814,0.01551852,4858321.0,0.9342925,1441.5169892329006,9253.648400873446,0.456733
-0.01206613,0.01541922,4845931.0,0.9319098076923077,1466.2455276592248,9412.39033855013,0.4579105
-0.01189412,0.01531992,4833961.0,0.9296078846153846,1491.2721436270479,9573.045749870089,0.4590692
-0.01172212,0.01522061,4822490.0,0.927401923076923,1516.4608567536638,9734.741724794538,0.4601884
-0.01155011,0.01512131,4811594.0,0.9253065384615384,1542.0815451784877,9899.210714228933,0.4613112
-0.0113781,0.015022,4801353.0,0.9233371153846154,1568.6038548135225,10069.46755474825,0.4625123
-0.0112061,0.01492269,4791842.0,0.9215080769230769,1595.8070506157758,10244.09526376202,0.4637591
-0.01103409,0.01482339,4783139.0,0.9198344230769231,1623.2213298253407,10420.07799782864,0.46498
-0.01086209,0.01472408,4775313.0,0.9183294230769231,1651.1457249570044,10599.335360929845,0.4662176
-0.01069008,0.01462478,4768427.0,0.9170051923076923,1680.0593783534782,10784.943150858195,0.4675403
-0.01051807,0.01452547,4762537.0,0.9158725,1710.138488737449,10978.03245454545,0.468971
-0.01034606,0.01442617,4757685.0,0.9149394230769231,1741.3072228969913,11178.116469626106,0.4704951
-0.01017406,0.01432687,4753901.0,0.9142117307692308,1773.7894979197533,11386.63260545123,0.4721382
-0.01000205,0.01422756,4751197.0,0.9136917307692307,1807.9537880754626,11605.946239163304,0.4739443
-0.009830044,0.01412826,4749567.0,0.9133782692307693,1843.9057650317854,11836.735717577398,0.4759193
-0.009658036,0.01402896,4748982.0,0.9132657692307692,1881.5962998709379,12078.68566339662,0.4780451
-0.009486028,0.01392965,4749386.0,0.9133434615384616,1921.381670732738,12334.083162145052,0.480355
-0.00931402,0.01383035,4750699.0,0.9135959615384616,1964.0206152221522,12607.798840445428,0.4829316
-0.009142013,0.01373105,4752804.0,0.9140007692307692,2009.7784025455462,12901.53556270075,0.4857902
-0.008970006,0.01363174,4755555.0,0.9145298076923077,2058.713207302179,13215.666773893925,0.4889162
-0.008797999,0.01353244,4758773.0,0.9151486538461538,2111.1086767059624,13552.013313881182,0.4923195
-0.008625992,0.01343313,4762243.0,0.9158159615384616,2167.5623299901094,13914.410886950582,0.4960433
-0.008453985,0.01333383,4765725.0,0.916485576923077,2228.489577463554,14305.526170615938,0.5001048
-0.008281978,0.01323453,4768961.0,0.9171078846153846,2293.9290598068255,14725.607214171343,0.504473
-0.008109971,0.01313522,4771662.0,0.9176273076923077,2364.5057002888866,15178.665638882234,0.5091791
-0.007937965,0.01303592,4773526.0,0.9179857692307692,2441.2496056795862,15671.314093739045,0.5142958
-0.00776596,0.01293661,4774252.0,0.9181253846153846,2524.6669205048133,16206.801713866502,0.5198318
-0.007593954,0.0128373,4773546.0,0.9179896153846154,2614.2457808272998,16781.842649052673,0.5256826
-0.007421947,0.012738,4771124.0,0.9175238461538462,2710.2202259915443,17397.93928728337,0.5318207
-0.00724994,0.01263869,4766721.0,0.9166771153846154,2813.8632751918926,18063.263625226013,0.5383208
-0.007077933,0.01253939,4760095.0,0.9154028846153847,2926.229087662162,18784.582713828415,0.5452277
-0.006905926,0.01244008,4751013.0,0.9136563461538462,3047.945096282177,19565.92428450714,0.552536
-0.006733919,0.01234078,4739267.0,0.9113975,3179.851515714042,20412.68199624952,0.5602528
-0.006561911,0.01224148,4724661.0,0.9085886538461538,3322.924461405008,21331.12190711453,0.5683856
-0.006389903,0.01214218,4707001.0,0.9051925,3479.547319802487,22336.543885471732,0.5770518
-0.006217895,0.01204287,4686067.0,0.9011667307692308,3652.710927993163,23448.147257469333,0.5863954
-0.006045888,0.01194357,4661587.0,0.8964590384615385,3843.6400015953477,24673.793940661948,0.5963899
-0.005873881,0.01184426,4633216.0,0.8910030769230769,4046.691030898128,25977.256089660455,0.6063951
-0.005701897,0.01174492,4600415.0,0.8846951923076923,4318.631422803691,27722.94538190316,0.6206038
-0.005529897,0.01164561,4562475.0,0.8773990384615384,4633.173348585115,29742.110199422114,0.6366711
-0.005357828,0.01154641,4518298.0,0.8689034615384615,4900.298939583251,31456.891444759836,0.6479313
-0.00518574,0.01144724,4464849.0,0.8586248076923076,5268.412282364433,33819.95165924955,0.6643304
-0.005013605,0.01134816,4398394.0,0.845845,5957.65381863285,38244.45646047276,0.6983887
-0.004841241,0.01124947,4315024.0,0.8298123076923077,7345.438694453595,47153.17789269734,0.7759725
-0.0046663,0.01115547,4233356.0,0.8141069230769231,7147.942827034015,45885.37645062149,0.7621321
-0.004489727,0.01106455,4162390.0,0.8004596153846154,7186.084913770771,46130.225080622986,0.7624468
-0.004311381,0.01097714,4088330.0,0.7862173076923077,7337.685006466376,47103.40400659005,0.7683698
-0.004131335,0.0108933,4015098.0,0.7721342307692308,7486.862576886746,48061.03183635377,0.7738501
-0.003949659,0.01081305,3941635.0,0.7580067307692308,7677.4024889933535,49284.18034319597,0.7809247
-0.003766427,0.01073641,3867730.0,0.7437942307692308,7898.156073317624,50701.281957556006,0.7888282
-0.003581707,0.01066344,3793301.0,0.7294809615384615,8142.79706915093,52271.72599449077,0.7970588
-0.003395578,0.01059414,3718283.0,0.7150544230769231,8414.367317265338,54015.03919229498,0.8057118
-0.003208104,0.01052857,3642619.0,0.7005036538461539,8697.346314923037,55831.58951304382,0.8139296
-0.003019367,0.01046672,3566282.0,0.6858234615384615,8989.131017778092,57704.66702037924,0.8215959
-0.00282944,0.01040864,3489057.0,0.6709725,9278.570473216225,59562.68948835587,0.8281842
-0.002638397,0.01035433,3410971.0,0.6559559615384616,9557.689497124316,61354.46116259394,0.8333947
-0.002446311,0.01030384,3332134.0,0.640795,9818.187891224934,63026.69989859529,0.8369135
-0.002253261,0.01025717,3252620.0,0.6255038461538461,10064.942570122043,64610.71247481845,0.8390193
-0.002059324,0.01021433,3172311.0,0.6100598076923077,10301.032758162273,66126.26560900868,0.8398818
-0.001864573,0.01017537,3091360.0,0.5944923076923077,10519.2340532191,67526.98310325452,0.8392494
-0.001669086,0.01014028,3009960.0,0.5788384615384615,10722.892694035723,68834.34574274703,0.8373149
-0.001472941,0.01010907,2928035.0,0.5630836538461539,10918.79804798811,70091.93707109394,0.8343725
-0.001276215,0.01008177,2845592.0,0.5472292307692308,11100.901910716455,71260.93135330893,0.8302065
-0.001078986,0.01005838,2762752.0,0.5312984615384615,11271.70365210934,72357.37299979119,0.8249586
-0.000881331,0.01003892,2679690.0,0.515325,11424.302973932234,73336.96635936182,0.8184189
-0.0006833288,0.01002337,2596367.0,0.49930134615384614,11576.479066898219,74313.84285117147,0.8112469
-0.0004850564,0.01001177,2512238.0,0.4831226923076923,11733.916148365432,75324.49163855241,0.8035451
-0.0002865932,0.0100041,2425535.0,0.46644903846153846,12021.081025757205,77167.9127208648,0.799097
-8.801603e-05,0.01000044,2325532.0,0.4472176923076923,12786.71327737039,82082.79871507545,0.8068212
0.0001105874,0.01000122,2185776.0,0.4203415384615385,14157.721209988056,90883.82253790498,0.8231123
0.0003090139,0.01000956,2017239.0,0.3879305769230769,14823.506049092044,95157.74983652041,0.8104103
0.0005069526,0.01002577,1854477.0,0.35663019230769233,14860.833499100518,95397.36900206587,0.7784176
0.0007040912,0.01004983,1700540.0,0.3270269230769231,14757.68739250096,94735.23472857442,0.7422786
0.0009001194,0.01008169,1555959.0,0.2992228846153846,14578.121479109534,93582.53251297986,0.7043063
0.00109473,0.01012131,1420103.0,0.27309673076923074,14356.74283926158,92161.41842836079,0.6656323
0.001287609,0.01016864,1292823.0,0.24861980769230768,14093.83615742205,90473.71997308421,0.6265569
0.001478459,0.01022358,1174000.0,0.22576923076923078,13805.86585517066,88625.12856082089,0.58774
0.001666972,0.01028606,1063051.0,0.2044328846153846,13496.086233818038,86636.53479525013,0.5493816
0.001852859,0.01035598,959693.3,0.18455640384615385,13160.433358226335,84481.85072377027,0.5115811
0.002035822,0.01043323,863795.3,0.16611448076923077,12804.394419469196,82196.30072270375,0.4746625
0.002215573,0.01051768,774944.6,0.1490278076923077,12431.490418328796,79802.4874415516,0.4387936
0.00239183,0.0106092,693039.5,0.13327682692307694,12076.408250518478,77523.07931880366,0.4046953
0.002564312,0.01070765,616626.9,0.11858209615384616,11611.638783922044,74539.54651033253,0.3701286
0.00273275,0.01081287,553610.3,0.10646351923076924,10822.825300080789,69475.85132820401,0.3343195
0.00288784,0.01091664,521953.9,0.10037575,8825.64744513127,56655.203495570284,0.2905299
0.003052613,0.01102754,510506.8,0.09817438461538461,7651.873060181943,49120.29718409312,0.2690859
0.003217482,0.01113829,503612.2,0.0968485,7065.8552476459345,45358.42491039697,0.258806
0.003382505,0.01124881,498329.6,0.09583261538461538,6746.805602588877,43310.323320312644,0.2535922
0.00354765,0.01135915,493850.1,0.09497117307692307,6535.915284600071,41956.5377816106,0.2504074
0.003712912,0.01146931,490047.6,0.09423992307692307,6397.391336551598,41067.29962492154,0.2485935
0.003878293,0.0115793,486718.4,0.09359969230769231,6304.859941042144,40473.30523811775,0.2475902
0.004043788,0.01168911,483590.6,0.09299819230769231,6235.783794088716,40029.87905475085,0.2469196
0.004209402,0.01179875,480453.6,0.09239492307692307,6175.66043061223,39643.92420965021,0.2462868
0.004375132,0.0119082,477220.0,0.09177307692307693,6117.920174656965,39273.26744238534,0.2455774
0.004540979,0.01201749,473888.8,0.09113246153846154,6060.766735235345,38906.37767469017,0.2447823
0.004706934,0.01212659,470485.2,0.09047792307692308,6004.539291621102,38545.43222793341,0.2439347
0.00487301,0.01223552,467026.8,0.08981284615384615,5950.4765517623855,38198.38284178176,0.243078
0.005039213,0.01234428,463519.5,0.08913836538461538,5899.465999074954,37870.92661141509,0.24224
0.005205522,0.01245286,459966.8,0.08845515384615385,5851.13944117266,37560.69996920932,0.2414184
0.005371942,0.01256126,456378.0,0.087765,5804.590743001422,37261.886087990875,0.2406008
0.005538476,0.01266949,452770.6,0.08707126923076923,5759.391395243778,36971.734202704654,0.2397855
0.005705118,0.01277754,449152.9,0.0863755576923077,5716.373885231612,36695.58836765246,0.2389938
0.005871883,0.01288542,445519.6,0.08567684615384615,5676.250349264397,36438.02005786932,0.2382384
0.006038761,0.01299313,441869.5,0.08497490384615385,5638.093933110304,36193.07944186223,0.2374971
0.006205752,0.01310066,438212.2,0.08427157692307692,5600.828087653686,35953.85573947609,0.236749
0.006372854,0.01320802,434556.2,0.0835685,5564.86415139758,35722.98948974667,0.2360053
0.006540067,0.0133152,430902.7,0.08286590384615385,5530.248964449631,35500.78137722399,0.2352661
0.006707388,0.01342221,427258.3,0.0821650576923077,5496.200009218227,35282.20812246398,0.2345152
0.006874819,0.01352905,423631.7,0.08146763461538462,5462.634320690766,35066.73714134731,0.2337533
0.007042362,0.01363571,420022.1,0.08077348076923077,5430.466980986506,34860.24269567791,0.2329994
0.007210017,0.0137422,416420.9,0.08008094230769232,5399.943864917496,34664.30314983046,0.2322542
0.007377782,0.01384851,412829.2,0.07939023076923077,5369.784315095594,34470.6974746528,0.2314879
0.007545654,0.01395465,409262.9,0.07870440384615385,5338.790940768582,34271.73916134742,0.2306796
0.007713635,0.01406063,405734.7,0.07802590384615385,5307.781517357969,34072.67782284157,0.2298522
0.007881725,0.01416643,402242.2,0.07735426923076923,5278.0991753959715,33882.135527272105,0.2290342
0.008049925,0.01427205,398779.0,0.07668826923076923,5249.671215436486,33699.64558911385,0.2282202
0.008218232,0.01437751,395346.9,0.07602825,5221.826206994849,33520.89783951196,0.2273955
0.008386646,0.01448279,391951.8,0.07537534615384615,5194.6712893310505,33346.58004631747,0.2265644
0.008555168,0.0145879,388594.6,0.07472973076923077,5168.599294813563,33179.213950616635,0.225736
0.008723795,0.01469284,385277.4,0.07409180769230769,5142.761599421151,33013.3519105324,0.2248916
0.008892527,0.01479761,382008.3,0.07346313461538462,5116.356521777185,32843.84762696162,0.2240175
0.009061365,0.01490221,378788.9,0.07284401923076923,5090.186897170168,32675.854806408708,0.2231344
0.009230311,0.01500664,375610.4,0.07223276923076924,5064.986365813358,32514.082965748545,0.222256
0.009399363,0.01511089,372466.3,0.07162813461538461,5040.056941370384,32354.0514639664,0.2213644
0.00956852,0.01521498,369357.1,0.07103021153846154,5015.054834960574,32193.553388865166,0.2204533
0.009737783,0.0153189,366278.9,0.07043825000000001,4990.756752432881,32037.574712091933,0.2195401
0.009907149,0.01542264,363226.5,0.06985125,4966.735137348371,31883.370785483017,0.2186135
0.01007662,0.01552622,360204.1,0.06927001923076923,4941.866020916355,31723.72642386872,0.2176514
0.01024619,0.01562963,357219.4,0.06869603846153846,4916.283954739405,31559.505365402147,0.2166626
0.01041586,0.01573287,354271.4,0.06812911538461539,4890.9550905965825,31396.909707548748,0.2156706
0.01058563,0.01583594,351356.1,0.06756848076923076,4865.664810355249,31234.56173450308,0.2146698
