iteration,time_us,separation_x_mm,reattachment_x_mm,shock_x_mm,wall_shear_min_kpa,wall_pressure_max_bar,yplus_p95
1150,51.25,99.1425774920313,122.99918496630701,99.32572,-10.336917280049182,21.96125,0.9436044300000008
1160,51.5,98.95475049393791,123.0021329450034,99.13217,-10.417757756423295,21.94255,0.9538504650000007
1170,51.75,98.76945220909131,123.00439851259465,98.93863999999999,-10.481688377636857,21.92609,0.9590186050000009
1180,52.0,98.58691250158844,123.0060217803421,98.93863999999999,-10.485370566619535,21.91259,0.9578678950000004
1190,52.25,98.40662739719214,123.00743384251841,98.74513,-10.37870169484744,21.90261,0.9524939400000003
1200,52.5,98.22732503364955,123.00888248060714,98.55163999999999,-10.157699493066064,21.89655,0.9610604550000004
1210,52.75,98.04701596884252,123.01045439197206,98.35817,-9.852293023165597,21.89489,0.9697931200000002
1220,53.0,97.86382696655652,123.01231645899989,98.16472,-9.530836440848518,21.89783,0.973193795
1230,53.25,97.67727880955975,123.01437720272288,97.97129,-9.269434183306448,21.90473,0.9931418500000007
1240,53.5,97.48841828050669,123.01642244900923,97.77788,-9.087411638124898,21.91434,1.0323807500000002
1250,53.75,97.29928051659974,123.01818020714794,97.58448,-8.955726086690701,21.92535,1.090636100000001
1260,54.0,97.11191246055101,123.01941234593731,97.39111,-8.821090714177553,21.93627,1.1566993500000013
1270,54.25,96.92771401054867,123.02057470958144,97.19775999999999,-8.824590055713207,21.94528,1.1997869000000003
1280,54.5,96.74717302558805,123.02259652232142,97.00442,-8.887608315386865,21.95063,1.2233056500000004
1290,54.75,96.56966942905102,123.02571016218114,96.81111,-8.93105574295733,21.95083,1.2696382000000004
1300,55.0,96.39402375097788,123.0285392513188,96.61782,-8.974186722930241,21.94499,1.2754151500000004
1310,55.25,96.21878595829003,123.02974348793695,96.42455,-9.031349803203687,21.93297,1.2930042000000004
1320,55.5,96.0385127344153,123.02897808548322,96.23129,-9.108245168468123,21.91491,1.3270841500000008
1330,55.75,95.84684924134913,123.03078638426281,96.03805,-9.20440662755007,21.89082,1.3302676500000004
1340,56.0,95.65514651122173,123.04540914170228,95.84484,-9.312311266439014,21.86109,1.3494645500000007
1350,56.25,95.46362858296662,123.07804845245612,95.65164,-9.42092333060884,21.82647,1.3880633000000004
1360,56.5,95.2724403025929,123.12077432429273,95.45848,-9.519008506843115,21.78759,1.4012952
1370,56.75,95.08170292830991,123.16478146639932,95.26532999999999,-9.602137860061283,21.74505,1.4184771500000004
1380,57.0,94.89148792513129,123.20674017280678,95.0722,-9.673046655160867,21.69963,1.4216084500000004
1390,57.25,94.70188175586573,123.24399249262957,94.87909,-9.737442437134087,21.65245,1.4391896500000005
1400,57.5,94.51306851964007,123.2803799269879,94.686,-9.799547005498551,21.60526,1.4543899500000002
1410,57.75,94.32527904191674,123.33463135723136,94.49294,-9.857097050703848,21.56069,1.4737065000000003
1420,58.0,94.13894523511037,123.42368953313621,94.49294,-9.898402543762968,21.52193,1.4743577000000003
1430,58.25,93.95460931423548,124.57711524031409,94.29988,-9.899153440844188,21.49233,1.4731107
1440,58.5,93.77304975603738,124.62815802221957,94.10686,-9.828036681418023,21.47518,1.46690225
1450,58.75,93.59528531217973,124.69686140361229,93.91385,-9.653771659177181,21.47309,1.4594615
1460,59.0,93.4225791587564,124.782732237033,93.72086999999999,-9.324240190401584,21.48793,1.4773160000000005
1470,59.25,93.25684333827397,,93.52791,-8.813443813338543,21.52191,1.4966234500000004
1480,59.5,93.10117011857177,,93.33497,-8.251242204281597,21.57761,1.5663458000000001
1490,59.75,92.95029434445034,,93.14205,-8.528027952177244,21.65609,1.6095840000000015
1500,60.0,92.76407666588466,,92.94914999999999,-8.827000927095018,21.75562,1.6511665
1510,60.25,92.5794177843611,,92.75627,-9.125363539247463,21.87152,1.6926958500000004
1520,60.5,92.39764871836495,,92.5634,-9.374098750465057,21.99545,1.7278983000000019
1530,60.75,92.22032725094088,,92.37057,-9.49813592278962,22.11482,1.7647870500000011
1540,61.0,92.04869218050318,,92.37057,-9.424778878484942,22.21519,1.8340645500000001
1550,61.25,91.8848251483349,,92.17775999999999,-9.082464963278584,22.28577,1.8808789500000023
1560,61.5,91.73140660703437,,91.98497,-8.397792361667008,22.32356,1.9219397000000016
1570,61.75,91.59290451885722,,91.79218999999999,-7.862759867870224,22.3328,1.98447305
1580,62.0,91.4134888186003,,91.59946,-8.241173899695402,22.32042,2.0056124500000005
1590,62.25,91.22943089387742,,91.40673000000001,-8.61638451451321,22.29278,2.0376872500000003
1600,62.5,91.048138154205,,91.21403000000001,-8.94497877484072,22.25489,2.082444600000001
1610,62.75,90.87164006636222,,91.02135,-9.147247195624537,22.21092,2.1171287000000003
1620,63.0,90.7018076288922,,91.02135,-9.136948550689093,22.16463,2.1579155500000007
1630,63.25,90.5419287663734,,90.82869000000001,-8.817699627001963,22.11946,2.18830245
1640,63.5,90.39714856186434,,90.63606,-8.076284581622252,22.07801,2.20875045
1650,63.75,90.25363680964492,,90.44344,-7.806269775382711,22.04215,2.215713250000001
1660,64.0,90.07072110525408,,90.25085,-8.237185011182978,22.01287,2.2163132000000014
1670,64.25,89.89079498195103,,90.05828000000001,-8.65648811696831,21.99058,2.2038236500000012
1680,64.5,89.7168372915583,,89.86573,-8.956653888514538,21.97519,2.187751500000001
1690,64.75,89.55172295302556,,89.86573,-8.993534286675477,21.96634,2.1689303000000013
1700,65.0,89.40010334145117,,89.67319,-8.621218229125295,21.96332,2.1483505000000007
1710,65.25,89.27035969469827,,89.48069,-7.699835915617508,21.96507,2.127253300000001
1720,65.5,89.10390193673626,,89.28822,-7.812345645839716,21.97062,2.1071598000000007
1730,65.75,88.92386482733849,,89.09577,-8.316399982843919,21.97875,2.089746050000001
1740,66.0,88.74962915240191,,88.90334,-8.752882192787759,21.98828,2.0767363000000008
1750,66.25,88.58501970113961,,88.90334,-8.939842814188147,21.99828,2.0696927500000006
1760,66.5,88.4346798327015,,88.71092999999999,-8.706344130389088,22.00787,2.0698213500000007
1770,66.75,88.30713771243416,,88.51854,-7.854144215402459,22.01617,2.0779743500000007
1780,67.0,88.14223293936948,,88.32618000000001,-7.778243264973522,22.0225,2.094570050000001
1790,67.25,87.9624309534053,,88.13384,-8.35558545526062,22.02657,2.119549250000001
1800,67.5,87.78811596433864,,87.94152,-8.873534272716414,22.0281,2.1467254000000007
1810,67.75,87.62254445358805,,87.94152,-9.1549529145788,22.02699,2.1423492
1820,68.0,87.46877505899948,,87.74923,-9.043495611821012,22.02336,2.1334033000000003
1830,68.25,87.33218932732268,,87.55696,-8.374336640018894,22.01727,2.13086535
1840,68.5,87.17763401069631,,87.36471,-7.890662500247611,22.00889,2.13640515
1850,68.75,86.9950300729223,,87.17249000000001,-8.464971043669571,21.99876,2.1586212000000002
1860,69.0,86.81500073324119,,86.98029,-9.023712769222746,21.98733,2.2051217000000003
1870,69.25,86.63978469403601,,86.78811999999999,-9.47744025393296,21.97472,2.2751675000000002
1880,69.5,86.4708035638575,,86.78811999999999,-9.71081422435271,21.96119,2.3492300500000005
1890,69.75,86.31000385838004,,86.59597,-9.638171688229919,21.94705,2.4774288500000003
1900,70.0,86.16056913223008,,86.40384,-9.143041232346508,21.93214,2.5954348500000006
1910,70.25,86.02060912752839,,86.21173999999999,-8.241008725252366,21.91604,2.6736727500000006
1920,70.5,85.83599339743289,,86.01966,-8.529670689291923,21.89861,2.7698971000000006
1930,70.75,85.65231582841193,,85.82760999999999,-9.020407409416235,21.87978,2.848480950000001
1940,71.0,85.47105538462405,,85.63558,-9.486729773240594,21.85908,2.95157425
1950,71.25,85.29379532286032,,85.44357,-9.863923359527446,21.83568,3.0249798500000002
1960,71.5,85.12158004330365,,85.25159000000001,-10.065024302127469,21.80882,3.09261035
1970,71.75,84.95610406231549,,85.25159000000001,-10.029882132714247,21.77813,3.13354195
1980,72.0,84.79998678404388,,85.05963,-9.654456210452057,21.74387,3.13736025
1990,72.25,84.65794408850581,,84.8677,-8.88952267296785,21.70694,3.11260445
2000,72.5,84.48907109075397,,84.6758,-8.3285936740116,21.66894,3.06408065
2010,72.75,84.30499119360184,,84.48391,-8.769319303908437,21.63163,3.0095714
2020,73.0,84.12304808064852,,84.29204999999999,-9.215130558652445,21.5963,2.93448045
2030,73.25,83.94520122727398,,84.10022000000001,-9.616466864878127,21.56335,2.8635022
2040,73.5,83.77358287074712,,83.90841999999999,-9.873206750091565,21.53249,2.7834492
2050,73.75,83.61056431075491,,83.90841999999999,-9.874550072398883,21.50331,2.6940002000000005
2060,74.0,83.46069278824443,,83.71663,-9.48459531799581,21.4758,2.6099875000000003
2070,74.25,83.33222399365845,,83.52488,-8.562089930852723,21.45028,2.5258903
2080,74.5,83.15060422456929,,83.33314999999999,-8.11742096507218,21.42716,2.4345077500000003
2090,74.75,82.96999785640048,,83.14144,-8.607887473294221,21.40703,2.3522100999999997
2100,75.0,82.79458827403535,,82.94976,-9.079259885245241,21.39084,2.27568335
2110,75.25,82.62852280853387,,82.75811,-9.38713198568992,21.37996,2.19647205
2120,75.5,82.47636552958663,,82.75811,-9.333349458048188,21.3764,2.1171531
2130,75.75,82.34709601621985,,101.456,-8.671669089470416,21.38297,2.0471399500000005
2140,76.0,82.1911713390088,105.82031635202553,100.2937,-7.513152201916132,21.40287,1.9806657
2150,76.25,82.0127027128849,106.16906605421141,99.32572,-8.04305956864335,21.43872,1.95592185
2160,76.5,81.84093396886483,106.56445417537604,98.55163999999999,-8.551452672152445,21.49156,1.9202214
2170,76.75,81.68208697312564,107.21374134727274,97.97129,-8.842682793435998,21.56037,1.8757634
2180,77.0,81.54342959359398,,97.39111,-8.631926168047206,21.64153,1.8596919
2190,77.25,81.42012300191162,,81.60865000000001,-7.611128690047773,21.72875,1.83060855
2200,77.5,81.24237096120468,124.6007774607004,81.41722,-7.375018570483568,21.81399,1.8457305000000006
2210,77.75,81.06953054945991,109.18876235450962,81.22581,-7.9049209792154915,21.88898,1.8845143000000006
2220,78.0,80.90926323665467,109.37536060711278,81.03438,-8.272748017985084,21.94666,1.9146923500000006
2230,78.25,80.76902433345035,109.56810452455262,81.03438,-8.175593251569756,21.98301,1.9369044000000006
2240,78.5,80.65314440903444,109.82126266621107,80.84299,-7.292331138797869,21.99766,1.9252525000000007
2250,78.75,80.4762374735015,124.30744525247952,80.65163,-6.958557198720544,21.99348,1.9428635000000007
2260,79.0,80.3038175646396,124.26343676221592,80.46029,-7.462383040754491,21.97547,2.0941955500000007
2270,79.25,80.14396415106583,124.21205578577039,80.26897,-7.803470595800347,21.94954,2.2074580000000004
2280,79.5,80.00427466555276,124.15510036996575,80.26897,-7.688126694782795,21.92149,2.33216385
2290,79.75,79.88814854482362,124.10461607144661,80.07769,-6.811879173662117,21.89639,2.4401116
2300,80.0,79.71186630998349,124.0568642506566,79.88642999999999,-6.6738964245979595,21.87791,2.4890156500000016
2310,80.25,79.54046084272872,123.99420767794054,79.6952,-7.141533961446187,21.86813,2.555559000000002
2320,80.5,79.38229289787141,123.93510113063316,79.50399,-7.425816571585279,21.86748,2.6201866500000013
2330,80.75,79.2454636811026,123.88320716182268,79.50399,-7.237415646973279,21.87508,2.718155050000001
2340,81.0,79.12507247617435,123.82736214893337,79.31281,-6.282848571514635,21.88907,2.7765844500000023
2350,81.25,78.9499104410037,123.76200305952038,79.12165,-6.499698499937426,21.90736,2.8851409000000015
2360,81.5,78.78141295562295,123.70715871283535,78.93054,-6.937930272355366,21.92787,2.950522550000001
2370,81.75,78.62926271855542,123.6581026675864,78.73945,-7.1333993389400305,21.94868,3.013757250000002
2380,82.0,78.50472089846059,123.58826023883978,78.73945,-6.755491167289185,21.96791,3.0966049500000015
2390,82.25,78.36710504500932,123.52647474592084,78.54838,-6.02661393084906,21.9839,3.147434000000001
2400,82.5,78.19599740318388,123.47243805838104,78.35734,-6.513841608613185,21.99533,3.1877090000000026
2410,82.75,78.03885505362376,123.40076185493632,78.16632,-6.87726363996469,22.00129,3.243219200000001
2420,83.0,77.91023285250546,123.33250951630056,78.16632,-6.752789084702216,22.00145,3.271467450000001
2430,83.25,77.79194922493691,123.27360009491915,77.97534,-5.758832724778879,21.99615,3.3002871000000016
2440,83.5,77.62305804346961,123.18702975813092,77.78439,-6.2721754787729775,21.98646,3.329227650000001
2450,83.75,77.47013457629751,123.10756798173956,77.59346000000001,-6.659576163845352,21.97401,3.351760300000001
2460,84.0,77.35237965832066,123.02483304540985,77.59346000000001,-6.472178123124899,21.96062,3.368117300000002
2470,84.25,77.2242542126164,122.93579923448554,77.40256,-5.656855249865222,21.94777,3.406226550000001
2480,84.5,77.05906613928452,122.87667488475762,77.21169,-6.170632389830496,21.93639,3.4558002000000005
2490,84.75,76.91573164479881,122.81758577160126,77.02083999999999,-6.465536563476086,21.92728,3.499045150000001
2500,85.0,76.8158646565073,122.77714224430937,77.02083999999999,-6.0133207713993,21.92091,3.5470790500000007
2510,85.25,76.65941689396465,122.7504445153029,76.83003,-5.669689768559324,21.91725,3.6204278000000008
2520,85.5,76.49938643132182,122.73239718725343,76.63924,-6.14465389232172,21.91614,3.6668256500000003
2530,85.75,76.36767765602372,122.72021038809112,76.63924,-6.255530192408025,21.91709,3.7069336500000003
2540,86.0,76.26303938151518,122.71191554713407,76.44848,-5.463743560918176,21.91925,3.7241651000000005
2550,86.25,76.09598045689529,122.70559620749283,76.25775,-5.74366884329768,21.9217,3.688321
2560,86.5,75.94407167589142,122.70018081917635,76.06706000000001,-6.150462458069293,21.92358,3.582224700000001
2570,86.75,75.82884783138844,122.69480229672253,76.06706000000001,-6.00654795088077,21.92404,3.466142950000001
2580,87.0,75.70005251894895,122.68884983968651,75.87639,-5.374791476106902,21.92228,3.3254727500000003
2590,87.25,75.53757085897635,122.68174326079685,75.68574,-5.873059387692092,21.9177,3.1779000000000006
2600,87.5,75.40043940434465,122.67233766830405,75.49512999999999,-6.115080968175134,21.9099,3.027406600000001
2610,87.75,75.30645697257111,122.64976405843457,75.49512999999999,-5.526449550884649,21.89873,2.877297200000001
2620,88.0,75.14052244577198,122.62389384780381,75.30454999999999,-5.560165534086108,21.88422,2.7445801000000007
2630,88.25,74.98771435450949,122.59561692772417,75.114,-5.999432410425587,21.86652,2.6164461
2640,88.5,74.87121498285964,122.56618122655,75.114,-5.922195699075045,21.84594,2.4919265000000004
2650,88.75,74.74663415085345,122.53678162181906,74.92347000000001,-5.2698377263498575,21.82299,2.377439950000001
2660,89.0,74.58403132746056,122.50829976954718,74.73298,-5.767400593229305,21.79829,2.289921800000001
2670,89.25,74.44567518519953,122.48150923443181,74.54251000000001,-6.00920151626075,21.77232,2.21080295
2680,89.5,74.35311130012937,122.43539593436142,74.54251000000001,-5.4391265904803054,21.74561,2.2185386000000005
2690,89.75,74.18834870235335,122.39206208249156,74.35208,-5.364157565846973,21.71868,2.1985786000000007
2700,90.0,74.03900724576553,122.35286210787665,74.16167999999999,-5.868734096002526,21.69207,2.1679129500000003
2710,90.25,73.93585316245156,102.05438391246007,74.16167999999999,-6.285210481442618,21.66642,2.1156874
2720,90.5,73.79668018637514,102.01644019459563,73.9713,-7.851333864860173,21.64236,2.050458
2730,90.75,73.61909526668684,102.04746035817249,73.78096000000001,-10.314164803660754,21.62033,1.9954925000000001
2740,91.0,73.43188757555343,102.17142203554117,73.59064,-12.566636029167785,21.60056,1.9180466500000002
2750,91.25,73.2366145317683,121.97119973877689,73.40035999999999,-14.027297190197734,21.58317,1.85026795
2760,91.5,73.03864904860221,106.18319136583428,73.21011,-14.560154079667022,21.56835,1.78899495
2770,91.75,72.8410665420805,106.17944940428723,73.01988,-14.424919975821952,21.55638,1.7308939
2780,92.0,72.64451275889182,106.257621855754,72.82969,-13.92018991032501,21.54738,1.6731229500000002
2790,92.25,72.43268117046703,106.35886478327717,72.63953,-16.972865890614887,21.54128,1.6367041
2800,92.5,72.17662083314684,106.46693544968834,72.4494,-18.799490550276783,21.5379,1.6404508000000002
2810,92.75,71.94431308730105,106.58940748022523,72.2593,-19.0728014762507,21.53704,1.7095997000000003
2820,93.0,71.72598569768189,106.72504394719631,71.87918,-18.193927179363964,21.53865,1.7364179000000002
2830,93.25,71.51760373651224,106.88244172777071,71.68916999999999,-16.70074547933362,21.54266,1.8328858000000001
2840,93.5,71.31687980124524,107.075077684522,71.4992,-15.072528375412908,21.54881,1.9451767000000002
2850,93.75,71.11129924379003,107.31019361907242,71.30927,-17.915401735650594,21.55672,1.9145076000000003
2860,94.0,70.8375349539656,107.58143998280175,71.11936,-19.84730680697678,21.56599,1.8954783500000008
2870,94.25,70.60177334982642,107.98309293657167,70.73962999999999,-19.477664021946484,21.57633,1.8662126000000014
2880,94.5,70.38461048195394,122.61853262542822,70.54982,-17.84744453324098,21.58778,1.8227747000000012
2890,94.75,70.18008370949896,122.66823915298266,70.36003000000001,-15.845422263499108,21.60084,1.8387336
2900,95.0,69.98105091544763,122.70211720828303,70.17028,-17.60941376945385,21.61659,1.8926682500000003
2910,95.25,69.69998405942414,122.73296882976001,69.98056,-19.96902660416425,21.6364,1.9502084000000004
2920,95.5,69.46131429191219,122.76446027566665,69.60122000000001,-19.495399319434476,21.66157,1.9922875000000002
2930,95.75,69.24432829979273,122.79896591649712,69.41158999999999,-17.634249392168186,21.69312,2.0243874500000003
2940,96.0,69.04077388922195,122.83393028421686,69.22200000000001,-15.495746278101096,21.73147,2.029673900000001
2950,96.25,68.82989836409212,108.70991878876805,69.03245,-17.959341987926667,21.7763,2.0655285500000002
2960,96.5,68.5539123960724,108.56629593436303,68.84292,-19.707520985723672,21.82633,2.086468650000001
2970,96.75,68.3206322681535,97.73299942956984,68.46397999999999,-18.906150981029608,21.87934,2.105619100000001
2980,97.0,68.10647247939865,97.712009413217,68.27456,-17.018026035623283,21.93227,2.11592395
2990,97.25,67.90418530841954,97.72542932862083,68.08516,-14.996476454546293,21.98165,2.0786939
3000,97.5,67.70009309480642,97.75602305686766,67.89578999999999,-17.29989750583694,22.02416,2.0780472000000003
3010,97.75,67.42551569026527,97.79991460010416,67.70648999999999,-18.94940464917021,22.05717,2.1155302000000007
3020,98.0,67.19165216194871,97.85275531100032,67.32794,-18.379428574213566,22.07926,2.0938155000000007
3030,98.25,66.97627344968267,97.91287725728233,67.13871999999999,-16.800735632523278,22.09046,2.0551592000000003
3040,98.5,66.77259776241783,97.98155774774709,66.94953,-14.983209035812378,22.09205,2.1060108000000004
3050,98.75,66.57451136412683,98.05738023046428,66.76038,-15.129072603950556,22.08614,2.108963750000001
3060,99.0,66.32614314850858,98.14077766523785,66.57126,-17.574796880119678,22.0753,2.1150992000000013
3070,99.25,66.0811649891898,98.22821179409274,66.38218,-17.917067583736717,22.06227,2.081678900000001
3080,99.5,65.85958025985049,98.32125722600851,66.00411000000001,-17.012589339788516,22.04946,2.0499392500000013
3090,99.75,65.65065144065021,98.4158491685219,65.81513,-15.607496672950056,22.03881,2.025132950000001
3100,100.0,65.45026608328453,98.51877040278397,65.62619,-14.148769161481114,22.03169,2.0260863500000004
3110,100.25,65.25390785814109,98.63022358603985,65.43728,-13.596072659075903,22.02867,1.9780211000000003
3113,100.325,65.14963883322612,98.6643319343108,65.43728,-17.029295354460594,22.02853,1.9484965000000007
3120,100.5,65.04626767204218,98.7477985474439,65.2484,-15.723160155875986,22.02941,1.9227263000000012
3130,100.75,64.79974438782116,98.87177188935527,65.05954999999999,-16.520118587835317,22.03292,1.8854112500000004
3140,101.0,64.57567998696385,99.00204107435712,64.87075,-16.35749314276208,22.03763,1.8434836500000005
3150,101.25,64.362919061457,99.13600303898389,64.49325,-15.747167492708076,22.0418,1.8221551500000002
3160,101.5,64.15722362350017,99.2709188165959,64.30456,-14.958165831751234,22.04392,1.8416216000000003
3170,101.75,63.95631346309563,99.41055411247513,64.11590000000001,-14.115804367830712,22.04289,1.7980974500000002
3180,102.0,63.75908517192093,99.55316851472723,63.92728,-13.295258449103267,22.038,1.7973325000000002
3190,102.25,63.5642120945349,99.69609416014559,63.73869,-12.541557498567242,22.029,1.7744899500000002
3200,102.5,63.370678110821224,99.84038155026286,63.550140000000006,-11.873991480193881,22.01613,1.7464624000000009
3210,102.75,63.177786906276,99.98933051489288,63.361619999999995,-12.85083127678204,22.0,1.7321986
3220,103.0,62.98501650475258,100.14161901356687,63.173140000000004,-13.748159037967671,21.98146,1.72393975
3230,103.25,62.759065088670646,95.86869359369574,62.984700000000004,-14.24230099012578,21.96137,1.71111205
3240,103.5,62.54108115247886,95.87730329151957,62.7963,-14.421229088519977,21.94061,1.6926630500000004
3250,103.75,62.33037139086591,95.9261066062806,62.60793,-14.386815534286024,21.91996,1.6677949
3260,104.0,62.12463373785836,95.992070602284,62.231300000000005,-14.20877959743217,21.89999,1.6538602500000004
3270,104.25,61.92262473804732,96.07005208639461,62.04305,-13.944665086122065,21.88099,1.6275689500000006
3280,104.5,61.72348136156904,96.15749061827344,61.85483,-13.629263547410382,21.86308,1.6295366500000006
3290,104.75,61.526519544709906,96.25209525044129,61.66664,-13.295933529680799,21.84617,1.6241812500000001
3300,105.0,61.33136652402871,96.35015034826883,61.4785,-12.959845703544623,21.82994,1.5953188000000005
3310,105.25,61.13767035928317,96.45752646447139,61.290400000000005,-12.633439364963792,21.81408,1.5733203000000002
