iteration,time_us,separation_x_mm,reattachment_x_mm,shock_x_mm,wall_shear_min_kpa,wall_pressure_max_bar,yplus_p95
3320,105.5,60.94519410254813,96.56343441900108,61.10233,-12.32351359296541,21.79842,1.56127095
3330,105.75,60.7536824350654,96.67300277120653,60.9143,-12.038140844041466,21.78295,1.5412535000000005
3340,106.0,60.56295901465119,96.78860646464705,60.72629,-11.77824104966064,21.76779,1.5181564
3350,106.25,60.37286976702257,96.904596903946,60.538340000000005,-11.545258316254655,21.75329,1.50951775
3360,106.5,60.1832828820124,97.02893362671752,60.35044,-11.340118417719763,21.73992,1.4937821
3370,106.75,59.994132961724695,97.15224574946633,60.16256,-11.162273144536476,21.72814,1.4704037000000003
3380,107.0,59.80537047048007,97.27941374562624,59.974720000000005,-11.010034292485818,21.71832,1.43399855
3390,107.25,59.61693501178668,97.41373192178466,59.786930000000005,-10.881002437908503,21.71074,1.40398695
3400,107.5,59.42879417066065,97.54426615551317,59.59917,-10.773844766474337,21.70559,1.3722402
3410,107.75,59.24094302498357,97.6764890158494,59.411440000000006,-10.686405866435717,21.703,1.3337196
3420,108.0,59.05335296651047,97.8153352185797,59.22376,-10.617217470863679,21.70312,1.3042375500000003
3430,108.25,58.8660410029185,97.95409180527945,59.03611,-10.565040978598946,21.70601,1.2708631500000005
3440,108.5,58.67902667659057,98.08531912557858,58.84851,-10.52909011832132,21.71165,1.28299895
3450,108.75,58.49228419376116,98.22487571194549,58.66097,-10.508480002196867,21.71989,1.3223763000000008
3460,109.0,58.30586371246317,98.37028053109363,58.473440000000004,-10.502783286352264,21.73036,1.3430806500000003
3470,109.25,58.11978383834834,98.50157139939019,58.285959999999996,-10.510928453587605,21.74244,1.3195484500000014
3480,109.5,57.93407926415029,95.16722704379397,58.09852,-10.532548386724095,21.7553,1.3652445500000001
3490,109.75,57.74879975698231,95.1274945492207,57.911120000000004,-10.567793075259171,21.76801,1.3839851500000004
3500,110.0,57.56401467283911,95.18143740248729,57.72376,-10.6149183919991,21.77948,1.3562575500000003
3510,110.25,57.3798039190816,95.25851594356324,57.53644,-10.672227580256282,21.78862,1.3309242000000003
3520,110.5,57.196273885866326,95.35716431334653,57.349160000000005,-10.735678391640326,21.79445,1.3593648000000005
3530,110.75,57.0136081962167,95.46536879011524,57.16193,-10.803068666552265,21.79635,1.3741744
3540,111.0,56.83201820640689,95.58093693799786,56.97473,-10.867916370743334,21.79399,1.3887938
3550,111.25,56.65172436567062,95.70458465526032,56.78757,-10.921020550530217,21.78699,1.3841709000000002
3560,111.5,56.47306862884805,95.83412279887577,56.60046,-10.957378759804767,21.7752,1.3710892500000003
3570,111.75,56.296373360060734,95.96459622732881,56.41339,-10.965233986984929,21.75897,1.4276358500000004
3580,112.0,56.12208947584121,96.10020649618038,56.22636,-10.936817489348703,21.7391,1.43787485
3590,112.25,55.95092937592345,96.23950111913182,56.03937,-10.854670579346228,21.71652,1.4771512
3600,112.5,55.78387205876733,96.3772740497658,56.03937,-10.707133693828066,21.69224,1.5272613500000003
3610,112.75,55.62202529261581,96.51752223694398,55.85242,-10.467847297193476,21.6675,1.5530062500000008
3620,113.0,55.46707534995099,96.66048440271669,55.665510000000005,-10.115304391086017,21.64409,1.6332370500000002
3630,113.25,55.29571335455539,96.80349353748767,55.478649999999995,-9.62175422590122,21.6241,1.6412775500000003
3640,113.5,55.11435302477112,96.94171594256929,55.29183,-8.938967512295953,21.60969,1.5864458
3650,113.75,54.93322113948688,97.08352349488995,55.105050000000006,-8.968080685550667,21.60301,1.5234031000000008
3660,114.0,54.75275124187488,97.22832737085116,54.91832,-9.206644051804485,21.6061,1.4987160000000004
3670,114.25,54.57345571410367,97.37155749806264,54.73162,-9.44313390603751,21.62065,1.4938446500000007
3680,114.5,54.39612135329373,97.51010022345743,101.6497,-9.667954278343542,21.64787,1.5055228500000002
3690,114.75,54.22195798211366,97.65414998521517,101.8435,-9.8526252800378,21.68827,1.5472289000000001
3700,115.0,54.052311101026895,97.80325837781224,102.0373,-9.962620857333265,21.74067,1.5467486500000007
3710,115.25,53.88862593347328,97.94880114079929,102.0373,-9.96113701639171,21.80204,1.5384328500000004
3720,115.5,53.73345910217918,98.09106841298693,102.23110000000001,-9.803965903661977,21.8682,1.5322550000000008
3730,115.75,53.590640206009866,98.23996062561596,102.425,-9.43513827359863,21.93499,1.5080704000000005
3740,116.0,53.431548106983804,98.39466768594836,102.425,-8.798061065168838,21.99887,1.48906255
3750,116.25,53.25381314692087,95.57467491599675,102.6189,-8.346842136442666,22.05668,1.4717525000000007
3760,116.5,53.0768437583189,95.66907002980122,102.8128,-8.681341292726614,22.10552,1.4581119
3770,116.75,52.902091234762224,95.8093064366642,103.00670000000001,-9.00250777171407,22.14306,1.4742667000000003
3780,117.0,52.73185145132299,95.97158784294214,103.00670000000001,-9.268107977673235,22.1681,1.4595798500000001
3790,117.25,52.56926450115286,96.14666440620448,103.20060000000001,-9.406526800470914,22.18055,1.4468486000000003
3800,117.5,52.417837968345374,96.33186375766196,103.3946,-9.334447348754308,22.18127,1.4186388
3810,117.75,52.28412259337878,96.52289618815702,103.3946,-8.958930013869182,22.17179,1.3975872
3820,118.0,52.130471280204624,96.71521254490295,103.5885,-8.187801437980008,22.15402,1.3504807000000003
3830,118.25,51.9558985067714,96.90632249611366,52.12251,-8.065604520114551,22.13005,1.3130381500000001
3840,118.5,51.783163782609336,97.09647266271624,51.93648,-8.458474783863423,22.10204,1.2851193
3850,118.75,51.61558575821638,97.28609439498946,51.750490000000006,-8.788279793288153,22.07209,1.2498347000000003
3860,119.0,51.458209232712726,97.47054476676897,51.56454,-8.9534683259266,22.04209,1.3288801000000006
3870,119.25,51.317175120479284,97.58202984539747,51.56454,-8.820563255956401,22.01361,1.310120000000001
3880,119.5,51.194795767433355,97.7515618586421,51.378640000000004,-8.249862199797327,21.98773,1.3088986000000022
3890,119.75,51.0232001999064,97.9247317748372,51.1928,-7.587133967353738,21.96506,1.33003445
3900,120.0,50.852286648107125,98.08505671919619,51.007,-8.029333753185421,21.94581,1.3711124000000003
3910,120.25,50.68691579781799,98.14595377605433,50.82125,-8.40380026587639,21.92979,1.3902225000000006
3920,120.5,50.534114244881266,98.25210249296686,50.635529999999996,-8.582428663800231,21.91654,1.39871355
3930,120.75,50.40336333509416,98.3172578808071,50.635529999999996,-8.375148697595954,21.90553,1.4406847500000004
3940,121.0,50.27224293944574,87.38170239926384,50.449870000000004,-7.595508258588568,21.89615,1.4174399000000002
3950,121.25,50.10293271598134,86.91072457504251,50.264250000000004,-7.489193618655756,21.88774,1.4081329500000013
3960,121.5,49.93719004361455,86.48966494648361,50.07868,-7.936218884487504,21.87965,1.4083904500000013
3970,121.75,49.78319389347985,86.08881498725292,49.89315,-8.225498598958147,21.87144,1.4196369000000002
3980,122.0,49.65227436027048,85.70996804468177,49.707679999999996,-8.117308993077474,21.86282,1.4424987000000002
3990,122.25,49.52990060252937,85.3460356177886,49.707679999999996,-7.371777388614062,21.85369,1.427476900000001
4000,122.5,49.362898752840266,85.01385945526481,49.52225,-7.245561987616269,21.8441,1.4619356000000006
4010,122.75,49.20020482890422,84.7327327160056,49.33686,-7.708064638905348,21.83421,1.42894735
4020,123.0,49.052522637104964,84.49018855822061,49.15152,-7.961399733290061,21.82428,1.4300124500000004
4030,123.25,48.93564342953608,84.26943485326193,49.15152,-7.700561961094188,21.81459,1.4166702500000006
4040,123.5,48.79643667503145,84.05254511179142,48.96624,-6.69809035343303,21.80535,1.3845711000000003
4050,123.75,48.632355587053155,83.83385458365659,48.781,-7.214386669223354,21.79682,1.3566972000000004
4060,124.0,48.478241779215466,83.60278097661211,48.59581,-7.6160107589352934,21.7891,1.361363850000001
4070,124.25,48.349665208125884,83.36008012757853,48.41066,-7.611605981682593,21.78219,1.3221713000000008
4080,124.5,48.234931038554144,83.11590980799403,48.41066,-6.8472714279460485,21.77606,1.3061667000000003
4090,124.75,48.07222586870182,82.88480809722195,48.225570000000005,-6.858780406077755,21.77062,1.2848199500000002
4100,125.0,47.916832727102204,82.66482289875614,48.04052,-7.311874102435865,21.76554,1.271736
4110,125.25,47.78520194554371,82.45553498556404,47.85552,-7.404927152424018,21.76057,1.2513583000000001
4120,125.5,47.6778555434832,82.2594223482026,47.85552,-6.741152169062031,21.75557,1.2183830500000001
4130,125.75,47.5166072122875,82.08062616322484,47.670579999999994,-6.639440777677805,21.75026,1.1837061000000002
4140,126.0,47.36190359132127,81.92098400292778,47.48568,-7.097312175571067,21.74462,1.1565681
4150,126.25,47.23135876756286,81.77239405175234,47.300830000000005,-7.192253136935847,21.73877,1.13387025
4160,126.5,47.12416892584211,81.62145744157164,47.300830000000005,-6.5148401788962715,21.73267,1.1047039
4170,126.75,46.96390722332518,81.46158062643443,47.11603,-6.521536373925087,21.72629,1.0695407000000001
4180,127.0,46.8111973484519,81.29089403076355,46.93128,-6.970975950098095,21.71971,1.0511303
4190,127.25,46.6851564931006,81.114155011667,46.74657,-7.020997193397973,21.71308,1.0365621000000003
4200,127.5,46.57335080721666,80.93662995162558,46.74657,-6.253389738531626,21.7065,1.002052
4210,127.75,46.414080256791145,80.7650660797909,46.561930000000004,-6.538190066146367,21.69988,0.9778803950000002
4220,128.0,46.26533477148195,80.60373838830252,46.37733,-6.978537321024126,21.69319,0.9500638650000003
4230,128.25,46.1491627456952,80.45360994348411,46.19277,-6.925244005650962,21.68644,0.9312747000000001
4240,128.5,46.025855239121825,80.31582898212271,46.19277,-6.112473517343283,21.67971,0.9104639150000007
4250,128.75,45.8688345647572,80.18625451598258,46.008269999999996,-6.682366051988261,21.67328,0.8835333100000007
4260,129.0,45.72834124579615,61.72361899680216,45.82383,-7.0574641133390115,21.66752,0.8754991900000002
4270,129.25,45.633599022413776,61.481140367642,45.82383,-6.746317475026608,21.66279,0.854996840000001
4280,129.5,45.48273646048597,61.29089781446634,45.63942,-6.3228288613482135,21.65939,0.8447578650000006
4290,129.75,45.330924719890305,61.12132760479772,45.45508,-6.87666165155987,21.65766,0.8339389650000001
4300,130.0,45.20640201074515,60.962202353647,45.270779999999995,-7.04074481847277,21.65818,0.8365416550000002
4310,130.25,45.0996760820947,60.80983954265888,45.270779999999995,-6.26274590585119,21.66171,0.836672365
4320,130.5,44.94388147284769,60.66279736564824,45.08654,-6.57593124803048,21.66912,0.8315479600000003
4330,130.75,44.801973982391125,60.520807146705394,44.90234,-7.013716010581763,21.68119,0.8140935550000002
4340,131.0,44.702998513801944,60.391985430642514,44.90234,-6.784916165761434,21.69849,0.8219826000000001
4350,131.25,44.56068950066639,60.27147037343944,44.7182,-6.229477678711409,21.72131,0.810690205
4360,131.5,44.408723501659814,60.15467882344893,44.53411,-6.777259732618387,21.74943,0.7996385
4370,131.75,44.28222238455292,60.055071367621,44.35008,-6.958964780050997,21.782,0.81707576
4380,132.0,44.17803208425797,59.95474836340566,44.35008,-6.229493774369745,21.81752,0.8216522000000005
4390,132.25,44.02292732767416,59.86418173403511,44.16609,-6.430064906120428,21.85405,0.8177244300000002
4400,132.5,43.880845892776826,59.76899173714615,43.98216,-6.8498111092729355,21.88929,0.8084245500000002
4410,132.75,43.78140086243269,59.67798627530374,43.98216,-6.621393672381754,21.92104,0.8103364150000001
4420,133.0,43.641965079137705,59.58010219467207,43.798280000000005,-6.065343199266436,21.94747,0.7884940200000002
4430,133.25,43.492365259562085,59.48531051379935,43.61445,-6.584649762444992,21.96739,0.7785093700000001
4440,133.5,43.37178834335053,59.386218446062934,43.43068,-6.69751850675176,21.98053,0.76052904
4450,133.75,43.26394585326024,59.29228171063858,43.43068,-5.808755303069085,21.9874,0.73445491
4460,134.0,43.112411238423476,59.19689592670909,43.24696,-6.2829817129058645,21.98907,0.732655075
4470,134.25,42.98112745514983,59.108359915003625,43.063289999999995,-6.585380737434346,21.98686,0.7119576200000001
4480,134.5,42.888209749565654,59.018020056996264,43.063289999999995,-6.012980595523148,21.98212,0.6960113450000001
4490,134.75,42.73816932716332,58.93374989116677,42.87968,-5.997879455144067,21.97624,0.680297335
4500,135.0,42.60271041295297,58.84435964422782,42.69612,-6.386459873205243,21.97052,0.6606073550000001
4510,135.25,42.51591503739602,58.75814776374982,42.69612,-5.984822510541415,21.96579,0.6464106700000001
4520,135.5,42.3688240704619,58.664687862616006,42.51261,-5.759172438061523,21.96225,0.6337309200000003
4530,135.75,42.23371010240148,58.57167083854323,42.32917,-6.169776833324843,21.9597,0.6219723050000003
4540,136.0,42.14901702839918,58.47212694448275,42.32917,-5.794782464102747,21.95779,0.6227569300000003
4550,136.25,42.00446354539242,58.37360792606963,42.14577,-5.584167763960725,21.95616,0.617419445
4560,136.5,41.87380722762682,58.270771167042234,41.962430000000005,-5.966600512498556,21.95444,0.6183353
4570,136.75,41.788321248893986,58.16981565230973,41.962430000000005,-5.467849729597653,21.9522,0.5827323450000002
4580,137.0,41.645767328451136,58.06798135935112,41.77914,-5.4781217466963374,21.94909,0.5884106750000007
4590,137.25,41.525248797327414,57.96976370576716,41.595909999999996,-5.760265969646071,21.94496,0.5648520800000005
4600,137.5,41.43329621598263,57.87430367331944,41.595909999999996,-4.958390088184886,21.93984,0.5818248000000001
4610,137.75,41.29468265198083,57.7846146376477,41.41273,-5.427380319189615,21.93387,0.6052526800000001
4620,138.0,41.19595995701812,57.700083336623464,41.22961,-5.464975343804093,21.92722,0.6097892400000002
4630,138.25,41.08387100038137,57.62241693378227,41.22961,-4.947886417140726,21.9202,0.6148644950000001
4640,138.5,40.95714661015992,57.55073303686752,41.04654,-5.3776974235446895,21.9131,0.6064239100000004
4650,138.75,40.87729822095665,57.48430941808438,41.04654,-4.884193907641289,21.90617,0.613146225
4660,139.0,40.743804084272114,57.423709595759064,40.863530000000004,-5.039957496422748,21.8996,0.61570854
4670,139.25,40.64941728686259,57.36777048442292,40.680569999999996,-5.113620773508605,21.89349,0.616593075
4680,139.5,40.54145330048486,57.31508007861254,40.680569999999996,-4.676531534818378,21.88785,0.6143904050000001
4690,139.75,40.426104453949876,57.266461514311196,40.49768,-5.036486901590388,21.88254,0.6125615850000001
4700,140.0,40.34331661214349,57.22126178116362,40.49768,-4.351216510416296,21.87731,0.6175373550000001
4710,140.25,40.21960701238263,57.17842171359445,40.31483,-4.8233677816169855,21.87188,0.63633932
4720,140.5,40.146236766885515,57.13664855690002,40.31483,-4.438673118855745,21.86607,0.6295065500000002
4730,140.75,40.02183207080531,57.09648060902795,40.13205,-4.581187611244781,21.85979,0.617566805
4740,141.0,39.949134451729705,57.057778288305705,39.94932,-4.481544498244082,21.85292,0.6156411500000001
4750,141.25,39.82907542583313,57.01998876376115,39.94932,-4.353871870576372,21.84537,0.6172543300000001
4760,141.5,39.74189865646504,56.98274837660569,39.76665,-4.4248596952068695,21.83711,0.6056354550000003
4770,141.75,39.639671689101505,56.94534356243391,39.76665,-4.151855879513503,21.82819,0.5990687400000001
4780,142.0,39.5450166526342,56.908878024474014,39.58404,-4.319716126536628,21.81868,0.5925626600000001
4790,142.25,39.453114943778324,56.87319812312263,39.58404,-3.9798999996311153,21.80871,0.58310726
4800,142.5,39.35556859565056,56.837805366090755,39.40148,-4.192316245312769,21.79844,0.5895640650000001
4810,142.75,39.26932271852531,56.80266588800497,39.40148,-3.837679883339907,21.78809,0.5946046500000003
4813,142.825,39.24999559453747,56.792219389161325,39.40148,-3.6550696967729035,21.785,0.5805711300000003
4820,143.0,39.17234816345862,56.7678387198757,39.21898,-4.055333012579356,21.77787,0.5987036100000006
4830,143.25,39.088472145701004,56.73387738927274,39.21898,-3.7234177397631654,21.76796,0.6012119050000004
4840,143.5,38.99521809420972,56.70080476886853,39.03654,-3.911232998158653,21.75854,0.610446185
4850,143.75,38.910815663930364,56.66839985218827,39.03654,-3.6346657683328507,21.74968,0.6102142900000002
4860,144.0,38.82487664402316,56.63634749690887,38.85416,-3.7492911036603696,21.74145,0.6083657500000001
4870,144.25,38.736620946738256,56.604084987685376,38.85416,-3.5646213265205966,21.73384,0.6173564500000003
4880,144.5,38.663207201486436,56.57090194783858,38.67183,-3.557443813610008,21.72681,0.61721932
4890,144.75,38.56640617675405,56.53590537257407,38.67183,-3.5083790222707436,21.72028,0.6214479550000002
4900,145.0,38.50196201049267,56.49786332974036,38.48956,-3.3101128764274685,21.71418,0.6274112150000002
4910,145.25,38.40133128512193,56.45602154957781,38.48956,-3.449748784795767,21.7085,0.6294803050000001
4920,145.5,38.339108911135185,56.40945433047686,38.48956,-3.05388888514408,21.70318,0.64118017
4930,145.75,38.24388360310319,56.358364610585184,38.307359999999996,-3.3644718436332615,21.69832,0.6507329700000001
4940,146.0,38.17827068269793,56.303360916260104,38.307359999999996,-3.0753727272476743,21.69419,0.6477926500000002
4950,146.25,38.09923994392452,56.2453856831153,38.12521,-3.20250896956528,21.69085,0.6439673600000003
4960,146.5,38.0214760725477,56.18548043793762,38.12521,-3.1002032593580875,21.68838,0.652693115
4970,146.75,37.96220963634958,56.12569561887312,37.94311999999999,-2.890736534613679,21.687,0.6611924150000003
4980,147.0,37.87303253510619,56.06721536089356,37.94311999999999,-3.0762122183886733,21.68697,0.6635706100000006
4990,147.25,37.81425086899832,56.010549454278454,37.94311999999999,-2.8005274311111883,21.68849,0.6575838650000003
5000,147.5,37.74279957016435,55.956229169338556,37.761089999999996,-2.923853778088284,21.69172,0.6471728700000002
5010,147.75,37.668898944825344,55.904447732278385,37.761089999999996,-2.859011965249812,21.69667,0.6298842450000003
5020,148.0,37.61494934844307,55.85467716087771,37.761089999999996,-2.546223784952656,21.70323,0.612982735
5030,148.25,37.537405175362395,55.80478216773823,37.57911,-2.805243663617992,21.71124,0.6172685650000003
5040,148.5,37.47609830604027,55.75629627811982,37.57911,-2.641076101602134,21.72065,0.6192009450000001
5050,148.75,37.42386591205455,55.708925355463315,37.3972,-2.4732298568724977,21.73144,0.6234603500000004
5060,149.0,37.34802961526095,55.662710194340214,37.3972,-2.6395982826529387,21.74354,0.626169875
5070,149.25,37.2922520420085,55.61635188758136,37.3972,-2.4552247756935435,21.75676,0.6244532500000003
5080,149.5,37.242446434271415,55.57303743802305,37.21535,-2.333739366310323,21.77096,0.6343506950000001
5090,149.75,37.17071413563886,55.53319054151444,37.21535,-2.4641668019589216,21.78605,0.6405911400000004
5100,150.0,37.11704705804428,55.49726702862112,37.21535,-2.3024224592239397,21.8021,0.6468989100000002
5110,150.25,37.070987098952784,55.464946842099906,37.03356,-2.1153561916952475,21.81925,0.654326335
5120,150.5,37.00592384459787,55.43651568641606,37.03356,-2.2805298363836313,21.83764,0.6549614450000001
5130,150.75,36.95091947085303,55.412496109505895,37.03356,-2.1709206913425736,21.85723,0.6612787100000003
5140,151.0,36.90811110173737,55.39193966015164,37.03356,-1.999139615067065,21.87788,0.6642709350000002
5150,151.25,36.85657970053464,55.37382502913995,36.85183,-2.0594087260780367,21.89926,0.675278065
5160,151.5,36.79556613432481,55.35723884009586,36.85183,-2.0350870384533373,21.92086,0.6867925800000002
5170,151.75,36.75261930556122,55.340969275390464,36.85183,-1.9082607004127246,21.94195,0.695820755
5180,152.0,36.712461136293115,55.32382814190302,36.67016,-1.7866212824579084,21.96158,0.702257695
5190,152.25,36.65628614848629,55.304859001096176,36.67016,-1.8523060143101322,21.97872,0.7098857500000001
5200,152.5,36.60666656770235,55.28293388469144,36.67016,-1.7973724408636744,21.99246,0.7136990300000002
5210,152.75,36.56909749471765,55.25742220219642,36.67016,-1.703272817853082,22.00212,0.730005615
5220,153.0,36.5315845644191,55.22817859044159,36.488550000000004,-1.6159908145105055,22.00739,0.735814815
5230,153.25,36.479045812782154,55.194341127702785,36.488550000000004,-1.6192938388960827,22.00835,0.7384613250000001
5240,153.5,36.433979812182415,55.155166301487924,36.488550000000004,-1.5842417505791826,22.00547,0.7441261100000005
5250,153.75,36.399768576229285,55.10972454091439,36.488550000000004,-1.5232010574968304,21.99947,0.74503081
5260,154.0,36.36736679180864,55.05643701992603,36.307,-1.4615908453458772,21.99121,0.7382929800000001
5270,154.25,36.326226244913364,54.99623703948394,36.307,-1.4027366977121414,21.98163,0.748880605
5280,154.5,36.27896986605468,54.92920575256168,36.307,-1.365164492455504,21.97157,0.7416476700000001
5290,154.75,36.24576317731081,54.855559270500855,36.307,-1.3368697024276344,21.96182,0.7392857500000001
5300,155.0,36.21812200817187,54.77933101787901,36.307,-1.3011792501213357,21.95294,0.7398173650000003
5310,155.25,36.190065196256036,54.70238468819959,36.12551,-1.2623198203669932,21.94519,0.7277409100000002
5320,155.5,36.15460156477751,54.628704576150334,36.12551,-1.2404147082376469,21.93861,0.7059801600000003
5330,155.75,36.112124829125904,54.562255678558806,36.12551,-1.219446833407839,21.93305,0.6915181700000002
5340,156.0,36.084317409660095,54.50247208287247,36.12551,-1.19486406754534,21.92823,0.6751633700000002
5350,156.25,36.061845154597265,54.451470448504956,36.12551,-1.171026515341201,21.92378,0.659982315
5360,156.5,36.041127579363625,54.40900487355283,35.94408000000001,-1.149521403394779,21.91928,0.6450106600000002
5370,156.75,36.018837903726336,54.37361827723722,35.94408000000001,-1.1301107033326883,21.91436,0.6362524050000004
5380,157.0,35.99187421675296,54.34272214500219,35.94408000000001,-1.1106107326990564,21.90861,0.6344634800000004
5390,157.25,35.958476577516855,54.31535000950666,35.94408000000001,-1.0898971463968798,21.90175,0.6275594200000001
5400,157.5,35.93193810670418,54.29158320869118,35.94408000000001,-1.0681760387901305,21.89365,0.6214082600000004
5410,157.75,35.91577965553326,54.27053197937329,35.94408000000001,-1.0474241596206502,21.8843,0.6306952450000001
5420,158.0,35.9022574538097,54.25159020338541,35.94408000000001,-1.026954818084836,21.87379,0.6242292450000003
5430,158.25,35.88971332499963,54.234351902526605,35.762719999999995,-1.0086603015362536,21.8623,0.631651735
5440,158.5,35.87709310238573,54.218649305437594,35.762719999999995,-0.991735624156412,21.85005,0.6236019500000002
5450,158.75,35.86389152939254,54.20441072820031,35.762719999999995,-0.9747070927509001,21.83726,0.6273672950000002
5460,159.0,35.85015345823636,54.19163715996378,35.762719999999995,-0.9576531752320988,21.82414,0.621301635
5470,159.25,35.83648103898956,54.180392551484395,35.762719999999995,-0.9409850165002352,21.81094,0.6260651300000002
5480,159.5,35.82387983202421,54.17068515427506,35.762719999999995,-0.9244829195521785,21.7979,0.6225673349999999
5490,159.75,35.81301323577509,54.162208258086515,35.762719999999995,-0.9082691327966003,21.78519,0.6272550150000001
5500,160.0,35.8041428666419,54.15538516497265,35.762719999999995,-0.8929305751756541,21.77294,0.6285313400000001
5510,160.25,35.79713012601249,54.14993858004993,35.762719999999995,-0.879803474062257,21.76126,0.62867863
5520,160.5,35.7916667569603,54.14545853413422,35.762719999999995,-0.8703776988102415,21.75035,0.6291370000000001
5530,160.75,35.787549848811594,54.14142199560444,35.762719999999995,-0.8617609928270602,21.74043,0.6317185000000002
5540,161.0,35.7846479933086,54.13717507932867,85.25159000000001,-0.8541799093067517,21.73159,0.6387279400000002
5550,161.25,35.78294141440185,54.13200438172299,85.25159000000001,-0.8476526257114742,21.72388,0.6359804350000002
5560,161.5,35.782510629885984,54.12521437835559,85.05963,-0.8419493868482094,21.71743,0.6385591500000003
5570,161.75,35.78346256504948,54.11589226732926,84.8677,-0.8366845252090281,21.71239,0.6249826950000003
5580,162.0,35.78572959874243,54.10315952067347,84.6758,-0.8314778412813096,21.7089,0.6265185350000001
5590,162.25,35.789300260174166,54.086194701683674,84.6758,-0.8260799738558212,21.70707,0.6192702250000003
5600,162.5,35.794061771949394,54.0643542640262,84.48391,-0.8203867350587963,21.70701,0.6162679150000002
5610,162.75,35.79990613170595,54.03720233369608,84.29204999999999,-0.8143856124971721,21.7088,0.6095370650000002
5613,162.82500000000002,35.801848980621784,54.02799132455255,84.29204999999999,-0.8125257975165135,21.70972,0.6042036150000003
