"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde"
894, 8.237487490652909e-02, 4.532154661747891e-02, 4.347440618726703e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.128237868416928e+05, 0.000000000000000e+00
895, 8.211937912818920e-02, 4.525163611197534e-02, 4.361252860061055e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.138071022992369e+05, 0.000000000000000e+00
896, 8.186403851094524e-02, 4.518158783123101e-02, 4.375158962805271e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.147970434620233e+05, 0.000000000000000e+00
897, 8.160865191849771e-02, 4.511134608803574e-02, 4.389169955189000e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.157944092165604e+05, 0.000000000000000e+00
898, 8.135343549489056e-02, 4.504096970373497e-02, 4.403275179983041e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.167984347869465e+05, 0.000000000000000e+00
899, 8.109818792608774e-02, 4.497040347179618e-02, 4.417486263636323e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.178099574556531e+05, 0.000000000000000e+00
900, 8.084298899965742e-02, 4.489966775955671e-02, 4.431798849227968e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.188286923742887e+05, 0.000000000000000e+00
901, 8.058784292484705e-02, 4.482876097642881e-02, 4.446214787872128e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.198547484500341e+05, 0.000000000000000e+00
902, 8.033274128962073e-02, 4.475768081363267e-02, 4.460737071718338e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.208883104249423e+05, 0.000000000000000e+00
903, 8.007768695574149e-02, 4.468642888195169e-02, 4.475366052896883e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.219294099498572e+05, 0.000000000000000e+00
904, 7.982268137193375e-02, 4.461500519484628e-02, 4.490102471684984e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.229781024920775e+05, 0.000000000000000e+00
905, 7.956772476697892e-02, 4.454340981848311e-02, 4.504947527521981e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.240344671160908e+05, 0.000000000000000e+00
906, 7.931280682067686e-02, 4.447164007696339e-02, 4.519902482164316e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.250986001291708e+05, 0.000000000000000e+00
907, 7.905795312090366e-02, 4.439970254367755e-02, 4.534966827476521e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.261704678334725e+05, 0.000000000000000e+00
908, 7.880314172328612e-02, 4.432759065365298e-02, 4.550143003734505e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.272502391404120e+05, 0.000000000000000e+00
909, 7.854837902815989e-02, 4.425530596630876e-02, 4.565431518601860e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.283379585060375e+05, 0.000000000000000e+00
910, 7.829366184755099e-02, 4.418284640320669e-02, 4.580833449922258e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.294337066467385e+05, 0.000000000000000e+00
911, 7.803900119255720e-02, 4.411021405036282e-02, 4.596350025569738e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.305375551996559e+05, 0.000000000000000e+00
912, 7.778438741129702e-02, 4.403740635959282e-02, 4.611983482275656e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.316496519389406e+05, 0.000000000000000e+00
913, 7.752981980829596e-02, 4.396442342049448e-02, 4.627734476157117e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.327700514857281e+05, 0.000000000000000e+00
914, 7.727530518708021e-02, 4.389126659928566e-02, 4.643603891241037e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.338988136579441e+05, 0.000000000000000e+00
915, 7.702084274014563e-02, 4.381793580190876e-02, 4.659593103650631e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.350360286246117e+05, 0.000000000000000e+00
916, 7.676643224236555e-02, 4.374443120689517e-02, 4.675702405314681e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.361817405639631e+05, 0.000000000000000e+00
917, 7.651206640050189e-02, 4.367074872233975e-02, 4.691932959462061e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.373360444974040e+05, 0.000000000000000e+00
918, 7.625775413115210e-02, 4.359688918342457e-02, 4.708286569962682e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.384990461187920e+05, 0.000000000000000e+00
919, 7.600349558697748e-02, 4.352285262095601e-02, 4.724764700891631e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.396708508067863e+05, 0.000000000000000e+00
920, 7.574929144533227e-02, 4.344863790926139e-02, 4.741368156157488e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.408515230699682e+05, 0.000000000000000e+00
921, 7.549513430213127e-02, 4.337424165860982e-02, 4.758101609903135e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.420413254287073e+05, 0.000000000000000e+00
922, 7.524102968635837e-02, 4.329966997832028e-02, 4.774966977599276e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.432403590506789e+05, 0.000000000000000e+00
923, 7.498697777035904e-02, 4.322492657094829e-02, 4.791960228950810e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.444484533300136e+05, 0.000000000000000e+00
924, 7.473297947975992e-02, 4.315000598812815e-02, 4.809078941207101e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.456655275918972e+05, 0.000000000000000e+00
925, 7.447903265986770e-02, 4.307490011624544e-02, 4.826329444508822e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.468919353107525e+05, 0.000000000000000e+00
926, 7.422513934698605e-02, 4.299961119801018e-02, 4.843718750737992e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.481280490954706e+05, 0.000000000000000e+00
927, 7.397130380824901e-02, 4.292414662174136e-02, 4.861245942699328e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.493738324194758e+05, 0.000000000000000e+00
928, 7.371751817148199e-02, 4.284850475494538e-02, 4.878908422353728e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.506291949892312e+05, 0.000000000000000e+00
929, 7.346378271007345e-02, 4.277268192005650e-02, 4.896707217834672e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.518942189999064e+05, 0.000000000000000e+00
930, 7.321010703835740e-02, 4.269667924696196e-02, 4.914645076743733e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.531690637100827e+05, 0.000000000000000e+00
931, 7.295648206664639e-02, 4.262049382965467e-02, 4.932724080811440e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.544538840751102e+05, 0.000000000000000e+00
932, 7.270291435384965e-02, 4.254412575600500e-02, 4.950945477176293e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.557487573349374e+05, 0.000000000000000e+00
933, 7.244939733388184e-02, 4.246757275146861e-02, 4.969301970055350e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.570510034656978e+05, 0.000000000000000e+00
934, 7.219592797169530e-02, 4.239083619869053e-02, 4.987828797943208e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.583694958538364e+05, 0.000000000000000e+00
935, 7.194252093213793e-02, 4.231392057990170e-02, 5.006490934967316e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.596954065197188e+05, 0.000000000000000e+00
936, 7.168917191413608e-02, 4.223682369110247e-02, 5.025301739359387e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.610317972272758e+05, 0.000000000000000e+00
937, 7.143588088417387e-02, 4.215954565600431e-02, 5.044262492670442e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.623787693845675e+05, 0.000000000000000e+00
938, 7.118265570932532e-02, 4.208208755849687e-02, 5.063372893297443e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.637363386013921e+05, 0.000000000000000e+00
939, 7.092947810397512e-02, 4.200444043326798e-02, 5.082637048064233e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.651047728090179e+05, 0.000000000000000e+00
940, 7.067635640740182e-02, 4.192660646908251e-02, 5.102059245872306e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.664843048476103e+05, 0.000000000000000e+00
941, 7.042329059452143e-02, 4.184858874787906e-02, 5.121640715155192e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.678750217159318e+05, 0.000000000000000e+00
942, 7.017028022983074e-02, 4.177038783038972e-02, 5.141380606822579e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.692769168498245e+05, 0.000000000000000e+00
943, 6.991732845593841e-02, 4.169200265859911e-02, 5.161279950697484e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.706900721609591e+05, 0.000000000000000e+00
944, 6.966443009900143e-02, 4.161343055839353e-02, 5.181341799205019e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.721146871670259e+05, 0.000000000000000e+00
945, 6.941159215764092e-02, 4.153467316606802e-02, 5.201567187645371e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.735508458769419e+05, 0.000000000000000e+00
946, 6.915881557984399e-02, 4.145572898885031e-02, 5.221958236961564e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.749986873328810e+05, 0.000000000000000e+00
947, 6.890609610497400e-02, 4.137659644147908e-02, 5.242517632447721e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.764583975115641e+05, 0.000000000000000e+00
948, 6.865343299158917e-02, 4.129727422577338e-02, 5.263246545163871e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.779300761634818e+05, 0.000000000000000e+00
949, 6.840083287922796e-02, 4.121776251478984e-02, 5.284148987797772e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.794139435220995e+05, 0.000000000000000e+00
950, 6.814827677129215e-02, 4.113805853815344e-02, 5.305230556809398e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.809103341045992e+05, 0.000000000000000e+00
951, 6.789579468661398e-02, 4.105817596911474e-02, 5.326486039599733e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.824189755189775e+05, 0.000000000000000e+00
952, 6.764338254459754e-02, 4.097810987483822e-02, 5.347912925565201e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.839398085114937e+05, 0.000000000000000e+00
953, 6.739102208924533e-02, 4.089784719272282e-02, 5.369518247103449e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.854732638892045e+05, 0.000000000000000e+00
954, 6.713871979430322e-02, 4.081738982091841e-02, 5.391310593767278e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.870197918561124e+05, 0.000000000000000e+00
955, 6.688647656954194e-02, 4.073674447233484e-02, 5.413291111254813e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.885794720660241e+05, 0.000000000000000e+00
956, 6.663429621200541e-02, 4.065591436708134e-02, 5.435455245540476e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.901521168824773e+05, 0.000000000000000e+00
957, 6.638217685482310e-02, 4.057489401549955e-02, 5.457803834572005e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.917378221339402e+05, 0.000000000000000e+00
958, 6.613011528313448e-02, 4.049367928828578e-02, 5.480342808305250e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.933369396916382e+05, 0.000000000000000e+00
959, 6.587811917654512e-02, 4.041227306058352e-02, 5.503074424262903e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.949496211803331e+05, 0.000000000000000e+00
960, 6.562618867901777e-02, 4.033067394994543e-02, 5.526000648861672e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.965760060508617e+05, 0.000000000000000e+00
961, 6.537431409939942e-02, 4.024887840133492e-02, 5.549126855018720e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.982164210038980e+05, 0.000000000000000e+00
962, 6.512249390748995e-02, 4.016688832905968e-02, 5.572454741725355e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.998709926698805e+05, 0.000000000000000e+00
963, 6.487074568624564e-02, 4.008470937914959e-02, 5.595983314716309e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.015396845199932e+05, 0.000000000000000e+00
964, 6.461906409631754e-02, 4.000233889226968e-02, 5.619715653802433e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.032227032568279e+05, 0.000000000000000e+00
965, 6.436744906002964e-02, 3.991977705125513e-02, 5.643653515130156e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.049201903014496e+05, 0.000000000000000e+00
