x_m,r_m,pressure_pa,pressure_over_pc,cf_t,yplus
-0.007946667,0.01304094,1472911.0,0.28325211538461537,24792.87892933386,1.468034
-0.007799333,0.01295588,1468308.0,0.28236692307692307,25334.01709521753,1.469888
-0.007652,0.01287081,1463679.0,0.28147673076923074,25908.3647308977,1.472139
-0.007504667,0.01278575,1458965.0,0.2805701923076923,26515.777664489502,1.474711
-0.007357333,0.01270069,1454159.0,0.27964596153846155,27157.87037411736,1.477596
-0.00721,0.01261563,1449164.0,0.2786853846153846,27833.77467791299,1.480682
-0.007062667,0.01253058,1443800.0,0.27765384615384614,28540.37794019839,1.483767
-0.006915333,0.01244552,1438010.0,0.2765403846153846,29277.894354815453,1.486797
-0.006768,0.01236046,1431688.0,0.2753246153846154,30044.68646844752,1.489646
-0.006620667,0.0122754,1424672.0,0.2739753846153846,30833.399405428005,1.492054
-0.006473333,0.01219034,1416886.0,0.2724780769230769,31640.228317273377,1.493888
-0.006326,0.01210528,1408168.0,0.2708015384615385,32457.945901158728,1.494909
-0.006178667,0.01202023,1398406.0,0.2689242307692308,33278.621846677845,1.494916
-0.006031333,0.01193517,1387420.0,0.2668115384615385,34089.816039398436,1.493604
-0.005884,0.01185011,1375367.0,0.26449365384615386,34881.25163836155,1.490908
-0.005736667,0.01176502,1361912.0,0.26190615384615384,35639.583343128004,1.486492
-0.005589333,0.01167993,1346112.0,0.2588676923076923,36358.32629241392,1.479883
-0.005442,0.01159492,1330998.0,0.25596115384615387,37002.031144529035,1.472068
-0.005294667,0.01150964,1316279.0,0.25313057692307694,37560.24706954332,1.462859
-0.005147333,0.01142418,1292226.0,0.248505,38098.7127133215,1.448784
-0.005,0.01133944,1261080.0,0.2425153846153846,38511.378241483326,1.430029
-0.004916667,0.01129216,1222296.0,0.23505692307692308,38800.40646986583,1.40631
-0.004833333,0.01124563,1180333.0,0.22698711538461538,39046.8039286763,1.380737
-0.00475,0.01120014,1135150.0,0.21829807692307693,39210.05398130981,1.352552
-0.004666667,0.01115567,1090875.0,0.20978365384615386,39250.59838686825,1.32327
-0.004583333,0.0111122,1047297.0,0.20140326923076923,39162.45676820867,1.292774
-0.0045,0.01106972,1004901.0,0.1932501923076923,38949.632561408675,1.261559
-0.004416667,0.0110282,963760.4,0.18533853846153847,38629.82671693707,1.230066
-0.004333333,0.01098766,924231.5,0.17773682692307693,38227.50308745068,1.198927
-0.00425,0.01094807,886826.2,0.1705435,37771.32151876368,1.168852
-0.004166667,0.01090941,851619.8,0.16377303846153848,37292.099977767124,1.140292
-0.004083333,0.01087167,818750.7,0.1574520576923077,36825.02490444054,1.113759
-0.004,0.01083485,788479.3,0.15163063461538462,36407.860307188734,1.089838
-0.003916667,0.01079893,760854.3,0.14631813461538462,36080.58800875249,1.069009
-0.003833333,0.0107639,735679.2,0.1414767692307692,35880.76780945837,1.051573
-0.00375,0.01072975,712838.8,0.13708438461538464,35839.76416702011,1.037788
-0.003666667,0.01069648,692129.1,0.13310175,35977.59132548475,1.027701
-0.003583333,0.01066406,673046.9,0.12943209615384615,36300.4636774562,1.021001
-0.0035,0.0106325,655152.1,0.12599078846153847,36795.02394213145,1.017148
-0.003416667,0.01060179,637998.5,0.12269201923076924,37433.673095222664,1.015418
-0.003333333,0.0105719,621082.7,0.11943898076923076,38182.400408576796,1.014983
-0.00325,0.01054286,604190.5,0.11619048076923078,39001.517340420105,1.015134
-0.003166667,0.01051464,587201.1,0.11292328846153846,39853.04477478674,1.015272
-0.003083333,0.01048722,569810.2,0.1095788846153846,40707.55229777173,1.014805
-0.003,0.01046061,551928.1,0.10614001923076923,41536.195728466744,1.013306
-0.002916667,0.0104348,533541.3,0.10260409615384616,42312.47434859531,1.010447
-0.002833333,0.01040979,514600.0,0.09896153846153846,43014.14711450135,1.005938
-0.00275,0.01038556,495252.8,0.09524092307692307,43621.15306146249,0.9996682
-0.002666667,0.01036211,475419.9,0.09142690384615385,44118.223771723024,0.9914291
-0.002583333,0.01033944,455206.6,0.08753973076923076,44489.539481835025,0.9811476
-0.0025,0.01031755,434953.8,0.08364496153846154,44723.667909530835,0.968986
-0.002416667,0.0102964,414497.3,0.07971101923076923,44812.08412250329,0.9547644
-0.002333333,0.01027603,393927.9,0.07575536538461539,44744.13186328826,0.93848
-0.00225,0.01025642,373619.5,0.07184990384615385,44517.32897311195,0.9204425
-0.002166667,0.01023754,353503.9,0.06798151923076924,44127.260637377134,0.9005945
-0.002083333,0.01021942,333683.2,0.06416984615384616,43572.68419806534,0.8790484
-0.002,0.01020204,314339.1,0.06044982692307692,42857.48647450907,0.8560346
-0.001916667,0.01018539,295469.7,0.05682109615384616,41980.4382507256,0.831581
-0.001833333,0.01016949,277259.5,0.053319134615384615,40952.569769929105,0.8059934
-0.00175,0.01015431,259728.3,0.04994775,39779.58360725492,0.7793814
-0.001666667,0.01013987,242893.0,0.04671019230769231,38465.77996972356,0.7518377
-0.001583333,0.01012615,226941.5,0.04364259615384616,37033.13046889491,0.7237682
-0.0015,0.01011314,211765.3,0.04072409615384615,35484.653424667944,0.6951286
-0.001416667,0.01010086,197388.1,0.03795925,33830.66891823462,0.6660583
-0.001333333,0.01008929,183949.8,0.035374961538461536,32098.948308000938,0.6369558
-0.00125,0.01007843,171333.8,0.03294880769230769,30292.240464657403,0.6077398
-0.001166667,0.01006829,159578.6,0.03068819230769231,28432.453437309006,0.5786438
-0.001083333,0.01005885,148677.9,0.028591903846153847,26538.116784399866,0.5498156
-0.001,0.01005012,138566.4,0.026647384615384614,24616.78337284078,0.5212314
-0.0009166667,0.01004211,129318.8,0.024869000000000002,22704.9044849331,0.4932666
-0.0008333333,0.01003478,120834.1,0.023237326923076923,20808.043048767202,0.4658265
-0.00075,0.01002817,113062.3,0.02174275,18936.971885577947,0.4389031
-0.0006666667,0.01002225,106030.7,0.02039051923076923,17122.731903822714,0.4127614
-0.0005833333,0.01001702,99634.51,0.01916048269230769,15360.928580200562,0.3871707
-0.0005,0.01001252,93886.99,0.018055190384615387,13680.356171426543,0.362369
-0.0004166667,0.01000867,88739.93,0.017065371153846154,12093.529781303067,0.3383815
-0.0003333333,0.01000554,84084.58,0.01617011153846154,10586.626387893153,0.3148591
-0.00025,0.01000314,79987.95,0.015382298076923076,9201.992235648493,0.2923327
-0.0001666667,0.01000133,76281.09,0.014669440384615384,7909.24835275708,0.2702178
-8.333333e-05,0.01000041,73016.58,0.014041650000000001,6733.877834382514,0.2488736
0.0,0.01,70036.35,0.013468528846153847,5645.881911008347,0.227689
8.333333e-05,0.01000069,67154.74,0.012914373076923077,4592.043399169471,0.2053817
0.0001666667,0.01000278,64586.36,0.012420453846153846,3635.497655536511,0.1829442
0.00025,0.01000625,62393.32,0.011998715384615385,2821.523415443224,0.1614477
0.0003333333,0.01001113,60544.66,0.011643203846153846,2153.573376088732,0.1413484
0.0004166667,0.01001739,58995.55,0.011345298076923077,1619.5917339041341,0.1228614
0.0005,0.01002506,57700.46,0.011096242307692308,1201.3796928477075,0.1060649
0.0005833333,0.01003414,56621.62,0.010888773076923078,880.4113670779933,0.09100451
0.0006666667,0.01004464,55726.51,0.010716636538461539,638.9088138674833,0.07768996
0.00075,0.01005657,54985.56,0.010574146153846154,460.4045162061026,0.06607834
0.0008333333,0.01006993,54374.07,0.010456551923076924,330.28099037260665,0.056064
0.0009166667,0.01008475,53872.08,0.010360015384615385,237.18126417635366,0.04758175
0.001,0.01010102,53461.12,0.010280984615384616,171.40448654361546,0.0405021
0.001083333,0.01011877,53125.78,0.010216496153846153,125.50660388527992,0.03469605
0.001166667,0.01013802,52853.45,0.010164125,93.87844478554791,0.03003522
0.00125,0.01015877,52633.51,0.010121828846153846,72.27628193355703,0.02637401
0.001333333,0.01018105,52456.31,0.010087751923076923,57.65227575322449,0.02356975
0.001416667,0.0102049,52314.34,0.010060449999999999,47.782908256155004,0.02146832
0.0015,0.0102303,52200.96,0.010038646153846153,41.14625948075988,0.01992951
0.001583333,0.01025731,52110.6,0.010021269230769231,36.665791959979984,0.01881886
0.001666667,0.01028595,52038.84,0.01000746923076923,33.628003342580634,0.01802656
0.00175,0.01031625,51981.75,0.009996490384615385,31.52022674502988,0.01745545
0.001833333,0.01034823,51936.46,0.00998778076923077,30.04935019367042,0.01704538
0.001916667,0.01038194,51900.32,0.009980830769230769,28.979977387525466,0.01674071
0.002,0.01041742,51871.31,0.009975251923076923,28.176787210676565,0.01650795
0.002083333,0.0104547,51847.8,0.00997073076923077,27.550370580456285,0.01632387
0.002166667,0.01049383,51828.48,0.009967015384615386,27.036846393987965,0.01617116
0.00225,0.01053486,51812.33,0.009963909615384616,26.600408445091208,0.01604003
0.002333333,0.01057783,51798.53,0.00996125576923077,26.20985205620931,0.01592158
0.002416667,0.01062282,51786.49,0.009958940384615384,25.847489227614446,0.01581076
0.0025,0.01066987,51775.72,0.00995686923076923,25.501295072979133,0.01570404
0.002583333,0.01071907,51765.91,0.009954982692307693,25.161693565565123,0.01559859
0.002666667,0.01077047,51756.81,0.009953232692307691,24.817546191454745,0.01549097
0.00275,0.01082418,51748.86,0.009951703846153846,24.461776891110336,0.01537899
0.002833333,0.01087985,51744.25,0.009950817307692308,24.185626416636588,0.01529165
0.002916667,0.01093584,51742.57,0.00995049423076923,24.08063241015502,0.01525838
0.003,0.01099196,51741.71,0.009950328846153846,24.04067776547205,0.01524571
0.003083333,0.01104812,51741.35,0.009950259615384614,24.02619478009735,0.01524114
0.003166667,0.01110419,51741.39,0.009950267307692308,24.03140667457339,0.01524283
0.00325,0.01116009,51741.51,0.009950290384615385,24.047020013001738,0.01524783
0.003333333,0.0112159,51741.57,0.009950301923076924,24.057817442605057,0.01525128
0.003416667,0.01127165,51741.63,0.00995031346153846,24.06588105126001,0.01525386
0.0035,0.01132734,51741.71,0.009950328846153846,24.07360237141659,0.01525633
0.003583333,0.01138296,51741.81,0.009950348076923077,24.08146114429878,0.01525884
0.003666667,0.01143851,51741.93,0.009950371153846154,24.089460022743246,0.01526139
0.00375,0.011494,51742.07,0.009950398076923076,24.097585138693216,0.01526398
0.003833333,0.01154943,51742.21,0.009950425,24.1058281928102,0.01526661
0.003916667,0.01160479,51742.37,0.00995045576923077,24.114153133276165,0.01526927
0.004,0.01166008,51742.53,0.009950486538461539,24.12255446090391,0.01527195
0.004083333,0.01171531,51742.7,0.00995051923076923,24.13100438054384,0.01527464
0.004166667,0.01177048,51742.87,0.009950551923076924,24.13946949779635,0.01527734
0.00425,0.01182558,51743.05,0.009950586538461538,24.147935905880527,0.01528003
0.004333333,0.01188062,51743.22,0.009950619230769231,24.156403543849407,0.01528273
0.004416667,0.0119356,51743.41,0.00995065576923077,24.164855688655287,0.01528543
0.0045,0.01199051,51743.59,0.009950690384615385,24.173292251863067,0.01528811
0.004583333,0.01204536,51743.78,0.009950726923076922,24.18171338601684,0.01529079
0.004666667,0.01210014,51743.97,0.009950763461538462,24.19015275091568,0.01529348
0.00475,0.01215486,51744.16,0.009950800000000001,24.198624292993856,0.01529618
0.004833333,0.01220952,51744.36,0.009950838461538462,24.207141913793357,0.01529888
0.004916667,0.01226411,51744.55,0.009950875000000001,24.215671924964123,0.0153016
0.005,0.01231864,51744.75,0.00995091346153846,24.22418341599417,0.01530431
0.005083333,0.01237311,51744.95,0.009950951923076922,24.232656965765596,0.015307
0.005166667,0.01242752,51745.14,0.009950988461538461,24.24109800476984,0.01530969
0.00525,0.01248186,51745.34,0.009951026923076922,24.249500954032996,0.01531236
0.005333333,0.01253614,51745.54,0.009951065384615385,24.257854443279847,0.01531501
0.005416667,0.01259036,51745.74,0.009951103846153846,24.266173031817132,0.01531766
0.0055,0.01264451,51745.94,0.009951142307692309,24.27451585453898,0.01532031
0.005583333,0.0126986,51746.14,0.00995118076923077,24.282899850044338,0.01532297
0.005666667,0.01275264,51746.34,0.00995121923076923,24.29134144394908,0.01532565
0.00575,0.0128066,51746.55,0.009951259615384615,24.29981210038136,0.01532835
0.005833333,0.01286051,51746.75,0.009951298076923076,24.308255500555518,0.01533103
0.005916667,0.01291435,51746.95,0.009951336538461537,24.316651761728192,0.01533369
0.006,0.01296813,51747.15,0.009951375,24.324981515904152,0.01533634
0.006083333,0.01302185,51747.35,0.009951413461538461,24.333253039266246,0.01533896
0.006166667,0.01307551,51747.55,0.009951451923076924,24.341475218620392,0.01534157
0.00625,0.01312911,51747.75,0.009951490384615385,24.349687665536624,0.01534418
0.006333333,0.01318265,51747.95,0.009951528846153846,24.35790122794636,0.01534678
0.006416667,0.01323612,51748.15,0.009951567307692309,24.366112886579483,0.01534939
0.0065,0.01328954,51748.35,0.009951605769230768,24.374308811126614,0.01535199
0.006583333,0.01334289,51748.55,0.009951644230769231,24.382476858592916,0.01535458
0.006666667,0.01339619,51748.75,0.009951682692307692,24.390581580823127,0.01535715
0.00675,0.01344942,51748.94,0.009951719230769231,24.398702556986215,0.01535972
0.006833333,0.0135026,51749.14,0.009951757692307692,24.406853709237705,0.01536231
0.006916667,0.01355571,51749.34,0.009951796153846153,24.415057383572332,0.01536491
0.007,0.01360876,51749.54,0.009951834615384616,24.42329913257155,0.01536752
0.007083333,0.01366175,51749.74,0.009951873076923077,24.431535227552725,0.01537013
0.007166667,0.01371468,51749.94,0.009951911538461538,24.43971184080219,0.01537272
0.00725,0.01376755,51750.14,0.00995195,24.447806546349298,0.01537528
0.007333333,0.01382037,51750.33,0.009951986538461539,24.455833022618048,0.01537782
0.007416667,0.01387312,51750.52,0.009952023076923076,24.46376123072345,0.01538033
0.0075,0.01392581,51750.71,0.009952059615384616,24.471640431410783,0.01538283
0.007583333,0.01397845,51750.9,0.009952096153846153,24.47954762470568,0.01538533
0.007666667,0.01403102,51751.1,0.009952134615384614,24.487499875481227,0.01538785
0.00775,0.01408354,51751.29,0.009952171153846154,24.49552805800644,0.01539039
0.007833333,0.01413599,51751.49,0.009952209615384615,24.50360504050807,0.01539294
0.007916667,0.01418839,51751.68,0.009952246153846154,24.51166214205322,0.01539549
0.008,0.01424073,51751.87,0.009952282692307694,24.519665417470176,0.01539802
0.008083333,0.01429301,51752.06,0.00995231923076923,24.52762421200618,0.01540054
0.008166667,0.01434522,51752.25,0.009952355769230769,24.535535302648395,0.01540304
0.00825,0.01439738,51752.44,0.009952392307692308,24.54341346243867,0.01540553
0.008333333,0.01444949,51752.63,0.009952428846153846,24.551287278639556,0.01540802
0.008416667,0.01450153,51752.81,0.009952463461538462,24.559152490360404,0.01541051
0.0085,0.01455352,51753.0,0.0099525,24.566975099362804,0.01541298
0.008583333,0.01460544,51753.18,0.009952534615384616,24.57475501288435,0.01541543
0.008666667,0.01465731,51753.36,0.009952569230769232,24.582480467564494,0.01541787
0.00875,0.01470913,51753.55,0.00995260576923077,24.590121741528996,0.01542029
0.008833333,0.01476088,51753.73,0.009952640384615385,24.59774582748705,0.0154227
0.008916667,0.01481258,51753.91,0.009952675000000001,24.605410279390817,0.01542512
0.009,0.01486422,51754.1,0.009952711538461539,24.613125779934247,0.01542755
0.009083333,0.0149158,51754.28,0.009952746153846153,24.62089449639922,0.01543
0.009166667,0.01496733,51754.47,0.009952782692307692,24.62866826972582,0.01543246
0.00925,0.01501879,51754.66,0.009952819230769232,24.636365190614068,0.01543488
0.009333333,0.0150702,51754.84,0.009952853846153846,24.643998213547533,0.0154373
0.009416667,0.01512155,51755.03,0.009952890384615384,24.65158628701166,0.01543969
0.0095,0.01517285,51755.22,0.009952926923076923,24.65909989945784,0.01544206
0.009583333,0.01522408,51755.42,0.009952965384615384,24.666545586723277,0.01544441
0.009666667,0.01527526,51755.62,0.009953003846153847,24.673868979141275,0.01544672
0.00975,0.01532639,51755.83,0.009953044230769231,24.680828851464216,0.01544891
0.009833333,0.01537745,51756.05,0.009953086538461539,24.6866755694448,0.01545076
0.009916667,0.01542846,51756.33,0.009953140384615386,24.687944725999692,0.01545117
0.01,0.01547942,51756.93,0.009953255769230769,24.70063519587131,0.01545518
0.01023004,0.01561979,51757.55,0.009953375,24.71933489978373,0.01546106
0.01046008,0.01575974,51758.12,0.009953484615384615,24.74101007631226,0.01546789
0.01069012,0.01589926,51758.64,0.009953584615384614,24.7620339535171,0.01547451
0.01092016,0.01603835,51759.16,0.009953684615384616,24.782701794003007,0.01548101
0.0111502,0.01617702,51759.66,0.00995378076923077,24.803080872241416,0.01548742
0.01138024,0.01631528,51760.16,0.009953876923076924,24.823127162267212,0.01549373
0.01161028,0.01645312,51760.66,0.009953973076923077,24.84308857608452,0.0155
0.01184032,0.01659054,51761.16,0.009954069230769231,24.863056248651155,0.01550628
0.01207036,0.01672755,51761.66,0.009954165384615386,24.882797427774474,0.01551248
0.0123004,0.01686415,51762.16,0.00995426153846154,24.902304474620657,0.01551861
0.01253044,0.01700035,51762.66,0.009954357692307693,24.921860909923243,0.01552475
0.01276048,0.01713613,51763.17,0.009954455769230769,24.941472993514353,0.0155309
0.01299052,0.01727151,51763.68,0.009954553846153846,24.96079846271267,0.01553696
0.01322056,0.0174065,51764.18,0.00995465,24.979883225805914,0.01554295
0.0134506,0.01754108,51764.69,0.009954748076923077,24.999129423670286,0.01554898
0.01368064,0.01767525,51765.2,0.009954846153846153,25.018416710330154,0.01555503
0.01391068,0.01780903,51765.71,0.00995494423076923,25.037350909053004,0.01556096
0.01414072,0.01794242,51766.22,0.009955042307692308,25.056060051535592,0.01556682
0.01437076,0.01807542,51766.73,0.009955140384615386,25.074846981464606,0.0155727
0.0146008,0.01820802,51767.23,0.009955236538461538,25.09359470061565,0.01557857
0.01483084,0.01834023,51767.74,0.009955334615384615,25.11204049921702,0.01558434
0.01506088,0.01847206,51768.24,0.009955430769230769,25.130354759906396,0.01559007
0.01529092,0.0186035,51768.76,0.00995553076923077,25.148906401236392,0.01559587
0.01552096,0.01873456,51769.27,0.009955628846153846,25.167401898447157,0.01560165
0.015751,0.01886523,51769.77,0.009955724999999999,25.185480694337333,0.0156073
0.01598104,0.01899552,51770.27,0.009955821153846153,25.20342872302747,0.0156129
0.01621108,0.01912544,51770.78,0.00995591923076923,25.221536772189555,0.01561856
0.01644112,0.01925497,51771.29,0.009956017307692308,25.239566865098322,0.01562418
0.01667116,0.01938413,51771.79,0.009956113461538461,25.25731704517795,0.01562972
0.0169012,0.01951291,51772.29,0.009956209615384615,25.274965596793557,0.01563523
0.01713124,0.01964133,51772.79,0.00995630576923077,25.2926716110509,0.01564075
0.01736128,0.01976937,51773.29,0.009956401923076924,25.31023078210644,0.01564622
0.01759132,0.01989704,51773.78,0.009956496153846153,25.32744374283454,0.01565159
0.01782136,0.02002436,51774.28,0.009956592307692308,25.344649447973772,0.01565695
0.0180514,0.02015131,51774.79,0.009956690384615385,25.36214798339609,0.0156624
0.01828144,0.02027788,51775.29,0.009956786538461538,25.37954487358644,0.01566781
0.01851148,0.02040409,51775.78,0.009956880769230769,25.396585437178484,0.01567312
0.01874152,0.02052995,51776.27,0.009956975,25.41348632243562,0.01567838
0.01897156,0.02065544,51776.76,0.00995706923076923,25.430321440254165,0.01568361
0.0192016,0.02078058,51777.25,0.009957163461538462,25.44706027220691,0.01568882
0.01943164,0.02090537,51777.74,0.009957257692307693,25.463695235468265,0.01569399
0.01966168,0.02102981,51778.23,0.009957351923076924,25.480281854449423,0.01569914
0.01989172,0.02115388,51778.72,0.009957446153846155,25.49693897260583,0.01570432
0.02012176,0.02127761,51779.21,0.009957540384615384,25.51351923230607,0.01570947
0.0203518,0.02140098,51779.7,0.009957634615384615,25.52999510971194,0.01571458
0.02058184,0.02152401,51780.18,0.009957726923076922,25.54630393418479,0.01571965
0.02081188,0.02164669,51780.66,0.009957819230769232,25.562291638489626,0.01572461
0.02104192,0.02176903,51781.14,0.009957911538461539,25.578257334783856,0.01572956
0.02127196,0.02189102,51781.63,0.009958005769230768,25.594534086313505,0.01573461
0.021502,0.02201267,51782.11,0.009958098076923078,25.610708043070513,0.01573963
0.02173204,0.02213397,51782.58,0.009958188461538462,25.62635725768492,0.01574448
0.02196208,0.02225495,51783.05,0.009958278846153846,25.641891527416583,0.01574929
0.02219212,0.02237558,51783.54,0.009958373076923077,25.65779422920556,0.01575422
0.02242216,0.02249587,51784.02,0.009958465384615384,25.67367388822826,0.01575914
0.0226522,0.02261583,51784.48,0.009958553846153847,25.689090488832214,0.01576391
0.02288224,0.02273546,51784.95,0.009958644230769231,25.704337808893545,0.01576863
0.02311228,0.02285476,51785.43,0.009958736538461539,25.719798872410504,0.01577341
0.02334232,0.02297372,51785.9,0.009958826923076923,25.7352457736218,0.01577819
0.02357236,0.02309235,51786.37,0.009958917307692309,25.750396542114302,0.01578288
0.0238024,0.02321066,51786.83,0.00995900576923077,25.76538285557856,0.01578752
0.02403244,0.02332864,51787.3,0.009959096153846155,25.780509629919884,0.01579219
0.02426248,0.0234463,51787.77,0.009959186538461538,25.7956471155599,0.01579687
0.02449252,0.02356362,51788.23,0.009959275,25.81055187436698,0.01580148
0.02472256,0.02368063,51788.69,0.009959363461538463,25.825301262653483,0.01580603
0.0249526,0.02379732,51789.16,0.009959453846153847,25.840112122496674,0.01581061
0.02518264,0.02391368,51789.62,0.009959542307692307,25.85495061603822,0.01581519
0.02541268,0.02402973,51790.08,0.00995963076923077,25.86955416474101,0.0158197
0.02564272,0.02414546,51790.54,0.00995971923076923,25.88394773742192,0.01582414
0.02587276,0.02426087,51790.99,0.009959805769230768,25.898340478843423,0.01582858
0.0261028,0.02437597,51791.45,0.00995989423076923,25.912728338966396,0.01583302
0.02633284,0.02449076,51791.91,0.009959982692307693,25.927062152923533,0.01583744
0.02656288,0.02460523,51792.36,0.00996006923076923,25.941346290339943,0.01584184
0.02679292,0.02471939,51792.82,0.009960157692307693,25.95558976287986,0.01584623
0.02702296,0.02483324,51793.28,0.009960246153846154,25.969841874808992,0.01585062
0.027253,0.02494678,51793.73,0.009960332692307693,25.9839214171877,0.01585496
0.02748304,0.02506001,51794.17,0.009960417307692307,25.997710751307036,0.01585921
0.02771308,0.02517294,51794.62,0.009960503846153847,26.01143603468156,0.01586344
0.02794312,0.02528557,51795.06,0.009960588461538461,26.0252143209123,0.01586768
0.02817316,0.02539789,51795.51,0.009960675,26.03897393431191,0.01587191
0.0284032,0.02550991,51795.96,0.009960761538461538,26.052810188735396,0.01587617
0.02863324,0.02562162,51796.41,0.009960848076923077,26.066602650640892,0.01588041
0.02886328,0.02573304,51796.85,0.009960932692307693,26.080091893775254,0.01588456
0.02909332,0.02584415,51797.29,0.009961017307692308,26.093433903006762,0.01588866
0.02932336,0.02595497,51797.73,0.009961101923076924,26.106793270448854,0.01589277
0.0295534,0.0260655,51798.17,0.009961186538461538,26.12014554903144,0.01589688
0.02978344,0.02617572,51798.61,0.009961271153846154,26.133408750500152,0.01590095
0.03001348,0.02628566,51799.05,0.00996135576923077,26.146610071361373,0.01590501
0.03024352,0.0263953,51799.49,0.009961440384615385,26.159763966552397,0.01590905
0.03047356,0.02650465,51799.93,0.009961525,26.172896637651945,0.01591308
0.0307036,0.0266137,51800.36,0.009961607692307693,26.185934257988524,0.01591709
0.03093364,0.02672247,51800.8,0.009961692307692309,26.198885476004907,0.01592106
0.03116368,0.02683094,51801.23,0.009961775,26.21176053798644,0.01592501
0.03139372,0.02693913,51801.66,0.009961857692307693,26.224567792562862,0.01592894
0.03162376,0.02704703,51802.1,0.009961942307692307,26.237316080811446,0.01593285
0.0318538,0.02715465,51802.53,0.009962025,26.25001968801471,0.01593675
0.03208384,0.02726198,51802.96,0.009962107692307692,26.263141243285457,0.01594077
0.03231388,0.02736903,51803.31,0.009962175,26.275720929770497,0.01594462
0.03254392,0.0274758,51803.76,0.00996226153846154,26.288944524797905,0.01594867
0.03277396,0.02758229,51804.19,0.009962344230769232,26.30494552145668,0.01595356
0.033004,0.0276885,51804.63,0.009962428846153846,26.312641898167925,0.01595594
0.03323404,0.02779442,51805.08,0.009962515384615385,26.324691346405768,0.01595964
0.03346408,0.02790007,51805.5,0.009962596153846153,26.33702745825385,0.01596342
0.03369412,0.02800544,51805.93,0.009962678846153846,26.349189686735503,0.01596714
0.03392416,0.02811054,51806.35,0.009962759615384615,26.361456360593856,0.0159709
0.0341542,0.02821536,51806.77,0.009962840384615384,26.373614683040913,0.01597462
0.03438424,0.0283199,51807.19,0.009962921153846154,26.385581889955972,0.01597828
0.03461428,0.02842418,51807.6,0.009963,26.397471751588057,0.01598192
0.03484432,0.02852818,51808.02,0.009963080769230769,26.4093571714272,0.01598555
0.03507436,0.02863191,51808.44,0.00996316153846154,26.421187635774658,0.01598917
0.0353044,0.02873537,51808.86,0.009963242307692308,26.433053965517537,0.0159928
0.03553444,0.02883856,51809.27,0.009963321153846154,26.44490647241881,0.01599643
0.03576448,0.02894148,51809.68,0.0099634,26.456570825321975,0.01599999
0.03599452,0.02904414,51810.09,0.009963478846153846,26.468054824273988,0.0160035
0.03622456,0.02914653,51810.5,0.009963557692307692,26.47956299227693,0.01600702
0.0364546,0.02924865,51810.91,0.009963636538461539,26.491119155375817,0.01601055
0.03668464,0.02935051,51811.32,0.009963715384615384,26.502599079647016,0.01601406
0.03691468,0.02945211,51811.73,0.009963794230769232,26.513864798334296,0.0160175
0.03714472,0.02955345,51812.13,0.009963871153846154,26.525091910596274,0.01602092
0.03737476,0.02965453,51812.55,0.009963951923076924,26.53653022472882,0.01602442
0.0376048,0.02975533,51812.96,0.00996403076923077,26.548010666052612,0.01602792
0.03783484,0.02985588,51813.36,0.009964107692307692,26.55912163490549,0.01603131
0.03806488,0.02995618,51813.75,0.009964182692307692,26.569981027260148,0.01603463
0.03829492,0.03005622,51814.16,0.00996426153846154,26.58097090876601,0.01603798
0.03852496,0.03015601,51814.56,0.009964338461538462,26.59209784214516,0.01604137
0.038755,0.03025553,51814.96,0.009964415384615384,26.603128531524,0.01604474
0.03898504,0.0303548,51815.36,0.009964492307692308,26.614028113360533,0.01604806
0.03921508,0.03045382,51815.76,0.009964569230769231,26.62486014906356,0.01605137
0.03944512,0.03055258,51816.16,0.009964646153846155,26.635665264647972,0.01605466
0.03967516,0.03065109,51816.56,0.009964723076923077,26.646418424563265,0.01605794
0.0399052,0.03074935,51816.95,0.009964798076923076,26.657118099547517,0.0160612
0.04013524,0.03084736,51817.35,0.009964875,26.66774310509132,0.01606443
0.04036528,0.03094512,51817.74,0.00996495,26.67834486125681,0.01606766
0.04059532,0.03104263,51818.14,0.009965026923076922,26.688946888101245,0.01607089
0.04082536,0.03113989,51818.53,0.009965101923076923,26.699473623305316,0.0160741
0.0410554,0.0312369,51818.92,0.009965176923076923,26.709911593092535,0.01607728
0.04128544,0.03133367,51819.31,0.009965251923076922,26.720284765189152,0.01608043
0.04151548,0.03143019,51819.7,0.009965326923076922,26.730649875111702,0.01608359
0.04174552,0.03152647,51820.09,0.009965401923076923,26.74097170597212,0.01608673
0.04197556,0.0316225,51820.48,0.009965476923076923,26.751148455074702,0.01608983
0.0422056,0.0317183,51820.86,0.00996555,26.76119333699244,0.01609288
0.04243564,0.03181385,51821.25,0.009965625,26.77132683825574,0.01609597
0.04266568,0.03190916,51821.64,0.0099657,26.78160955849827,0.01609909
0.04289572,0.03200422,51822.03,0.009965775,26.791777670893474,0.01610218
0.04312576,0.03209905,51822.4,0.009965846153846155,26.801679945483684,0.0161052
0.0433558,0.03219364,51822.79,0.009965921153846154,26.811507174143436,0.01610818
0.04358584,0.032288,51823.17,0.00996599423076923,26.821474443370718,0.01611121
0.04381588,0.03238211,51823.56,0.009966069230769231,26.83147657296725,0.01611426
0.04404592,0.03247598,51823.93,0.009966140384615385,26.841300434980237,0.01611724
0.04427596,0.03256963,51824.31,0.009966213461538462,26.85093986834241,0.01612017
0.044506,0.03266304,51824.69,0.009966286538461539,26.86058911433347,0.0161231
