"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega"
0, -2.268000000000000e-02, 2.000000000000000e-02, 3.729722280466174e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.129713469275527e+07, 1.000000000000000e-10, 2.375622252798732e+10
1, 1.250200000000000e-01, 5.477226000000000e-02, 2.739848194378051e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.645276074750544e+04, 1.000000000000000e-10, 2.930235346614006e+12
730, 1.247592264357035e-01, 5.472614609981309e-02, 2.744293434535006e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.657864916703798e+04, 1.000000000000000e-10, 2.923425613093713e+12
731, 1.244984551723221e-01, 5.468001867917841e-02, 2.749129129000437e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.671400961823769e+04, 1.000000000000000e-10, 2.916764970440173e+12
732, 1.242377096557596e-01, 5.463374559995363e-02, 2.753947101536732e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.684909009784102e+04, 1.000000000000000e-10, 2.910181424251001e+12
733, 1.239769889766657e-01, 5.458732363764015e-02, 2.758807870053627e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.698526263263707e+04, 1.000000000000000e-10, 2.903504351383473e+12
734, 1.237162917546814e-01, 5.454077812060126e-02, 2.763692296558005e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.712201025958215e+04, 1.000000000000000e-10, 2.896837463229276e+12
735, 1.234556163013989e-01, 5.449411137960169e-02, 2.768610946699120e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.726004810099067e+04, 1.000000000000000e-10, 2.890181266348212e+12
736, 1.231949626618069e-01, 5.444732278551007e-02, 2.773548243172565e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.739898326911715e+04, 1.000000000000000e-10, 2.883562112689793e+12
737, 1.229343315638529e-01, 5.440040898697789e-02, 2.778508678576654e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.753887527340082e+04, 1.000000000000000e-10, 2.876969353377075e+12
738, 1.226737235001168e-01, 5.435336802870325e-02, 2.783496600383947e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.767978624319834e+04, 1.000000000000000e-10, 2.870389643949490e+12
