x_m,r_m,pressure_pa,pressure_over_pc,tau_wall_pa,su2_cf_t,yplus
-0.02268,0.02,5180063.0,0.9961659615384615,2192.92385827962,14077.216228443522,0.4124386
-0.02258069,0.01999946,5179312.0,0.9960215384615385,1424.8663454503762,9146.761555721754,0.3321398
-0.0224814,0.01999803,5178015.0,0.9957721153846154,860.0812574837338,5521.1902546988895,0.257761
-0.02238212,0.01999557,5177285.0,0.9956317307692307,706.2838589106747,4533.905982647799,0.2333625
-0.02228287,0.01999211,5177411.0,0.9956559615384616,591.8856112555759,3799.5399159393787,0.2134145
-0.02218367,0.01998767,5176925.0,0.9955625,551.509215959959,3540.348405502068,0.2058194
-0.02208451,0.01998225,5177039.0,0.9955844230769231,518.5377097322422,3328.6917076223845,0.1993731
-0.02198541,0.01997585,5176802.0,0.9955388461538461,510.1243084105366,3274.682869524723,0.1975563
-0.02188638,0.01996846,5176912.0,0.99556,505.0991905817775,3242.424717933293,0.1963709
-0.02178742,0.01996008,5176729.0,0.9955248076923077,510.3872407531524,3276.3707327063285,0.1971263
-0.02168856,0.01995073,5176819.0,0.9955421153846153,516.8275024966224,3317.7132338553306,0.1980732
-0.02158979,0.0199404,5176725.0,0.9955240384615385,527.3589804647991,3385.318815327466,0.199745
-0.02149113,0.01992908,5176834.0,0.995545,538.4987204294175,3456.82906298996,0.2014824
-0.02139259,0.01991678,5176794.0,0.9955373076923076,551.1037577993231,3537.745614631192,0.2034046
-0.02129417,0.01990351,5176901.0,0.9955578846153846,563.6932508408966,3618.562381288904,0.2052647
-0.02119589,0.01988926,5176930.0,0.9955634615384615,575.6885711351266,3695.5649260301457,0.2069537
-0.02109776,0.01987403,5177072.0,0.9955907692307693,588.2346350867693,3776.102904764032,0.2086879
-0.02099978,0.01985783,5177140.0,0.9956038461538461,598.8152972618017,3844.024218454738,0.209997
-0.02090197,0.01984066,5177305.0,0.9956355769230769,609.3950594148315,3911.9397545602847,0.2112544
-0.02080434,0.01982252,5177432.0,0.99566,619.1979314267351,3974.8681359768584,0.2123348
-0.02070689,0.01980341,5177624.0,0.995696923076923,628.6865196825768,4035.7790098659966,0.2133131
-0.02060963,0.01978333,5177801.0,0.9957309615384615,637.4123578005929,4091.79349915067,0.2141029
-0.02051258,0.01976229,5178032.0,0.9957753846153846,646.0466675320255,4147.220432746114,0.214834
-0.02041574,0.01974028,5178238.0,0.995815,653.3603113883466,4194.169507423076,0.2153144
-0.02031912,0.01971732,5178481.0,0.9958617307692308,659.9331514831388,4236.36307967139,0.2156272
-0.02022274,0.01969339,5178728.0,0.9959092307692308,667.2599393977958,4283.396531081549,0.2160162
-0.0201266,0.01966851,5178981.0,0.9959578846153846,674.7064560948404,4331.198567297823,0.2163883
-0.02003071,0.01964268,5179231.0,0.9960059615384615,679.8195493564057,4364.021466810494,0.2163469
-0.01993509,0.0196159,5179518.0,0.9960611538461539,686.2481479046857,4405.289097452714,0.216485
-0.01983973,0.01958816,5179743.0,0.996104423076923,692.3918322963953,4444.727755249642,0.2165297
-0.01974466,0.01955948,5179996.0,0.996153076923077,698.6456818663398,4484.873605423088,0.2165522
