"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega"
0, -2.268000000000000e-02, 2.000000000000000e-02, 3.777100401758558e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.593842333082259e+07, 1.000000000000000e-10, 2.347081958421689e+10
1, 1.250200000000000e-01, 5.477226000000000e-02, 2.955505947256249e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.172723725145519e+05, 1.000000000000000e-10, 3.234846887097865e+12
730, 1.247592264357035e-01, 5.472614609981309e-02, 2.958135341212573e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.174132938533780e+05, 1.000000000000000e-10, 3.229028667257728e+12
731, 1.244984551723221e-01, 5.468001867917841e-02, 2.963277424685532e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.177864388235567e+05, 1.000000000000000e-10, 3.221531009249674e+12
732, 1.242377096557596e-01, 5.463374559995363e-02, 2.968413680620871e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.181592256604048e+05, 1.000000000000000e-10, 3.214106461860902e+12
733, 1.239769889766657e-01, 5.458732363764015e-02, 2.973582924340101e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.185343716964929e+05, 1.000000000000000e-10, 3.206591041835447e+12
734, 1.237162917546814e-01, 5.454077812060126e-02, 2.978786476106179e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.189119813593692e+05, 1.000000000000000e-10, 3.199076357734664e+12
735, 1.234556163013989e-01, 5.449411137960169e-02, 2.984017913539768e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.192916038591016e+05, 1.000000000000000e-10, 3.191582949614845e+12
736, 1.231949626618069e-01, 5.444732278551007e-02, 2.989276069085288e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.196731586797097e+05, 1.000000000000000e-10, 3.184124192303490e+12
737, 1.229343315638529e-01, 5.440040898697789e-02, 2.994561080317872e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.200566557673066e+05, 1.000000000000000e-10, 3.176694472003091e+12
738, 1.226737235001168e-01, 5.435336802870325e-02, 2.999874386409723e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.204421956660106e+05, 1.000000000000000e-10, 3.169280453353750e+12
739, 1.224131383330425e-01, 5.430620073915140e-02, 3.005216602356531e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.208298221095973e+05, 1.000000000000000e-10, 3.161884907416096e+12
740, 1.221525760309599e-01, 5.425890712603065e-02, 3.010587442682769e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.212195154291393e+05, 1.000000000000000e-10, 3.154511118938917e+12
741, 1.218920368017264e-01, 5.421148654073917e-02, 3.015987373371445e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.216113082007162e+05, 1.000000000000000e-10, 3.147153092357499e+12
742, 1.216315145556244e-01, 5.416393854593850e-02, 3.021417033528801e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.220052454707189e+05, 1.000000000000000e-10, 3.139808312680270e+12
743, 1.213710210391867e-01, 5.411626636498262e-02, 3.026875873343930e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.224012884798375e+05, 1.000000000000000e-10, 3.132484174546427e+12
744, 1.211105506016566e-01, 5.406846843659121e-02, 3.032363967207487e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.227994433039034e+05, 1.000000000000000e-10, 3.125180011589480e+12
745, 1.208501033741451e-01, 5.402054440606219e-02, 3.037881640339301e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.231997326967972e+05, 1.000000000000000e-10, 3.117893415821102e+12
746, 1.205896863959409e-01, 5.397249572265825e-02, 3.043428845719841e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.236021534310322e+05, 1.000000000000000e-10, 3.110627543334791e+12
